source_id,source_label,theme,group_id,feature_label,profile_type,value_type,column_count,non_missing_count,missing_percent,mean,sd,median,q1,q3,min,max,zero_percent,skewness,extreme_z_percent,observed_levels,summary_basis,unique_overflow
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_glycemia__glycemic_biomarkers__laboratory_measurement__glucose__30740,Glucose,numeric_summary,continuous numeric,2,445252,55.7%,5.1232,1.2376,4.947,4.602,5.3063,0.995,36.813,0.0%,5.9701,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_glycemia__glycemic_biomarkers__laboratory_measurement__glycated_haemoglobin_hba1c__30750,Glycated haemoglobin (HbA1c),numeric_summary,continuous numeric,2,480772,52.2%,36.1419,6.7482,35.3,32.8,38,15,515.2,0.0%,4.8682,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_kidney_function__kidney_function_and_urine_chemistry__laboratory_measurement__creatinine__30700,Creatinine,numeric_summary,continuous numeric,2,487200,51.5%,72.4065,18.5237,70.5,61.4,80.9,10.7,1499,0.0%,12.891,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_kidney_function__kidney_function_and_urine_chemistry__laboratory_measurement__creatinine_enzymatic_in_urine__30510,Creatinine (enzymatic) in urine,numeric_summary,continuous numeric,2,503645,49.9%,8887,5814,7524,4303,1.206e+04,88,8.816e+04,0.0%,1.3518,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_kidney_function__kidney_function_and_urine_chemistry__laboratory_measurement__cystatin_c__30720,Cystatin C,numeric_summary,continuous numeric,2,487422,51.5%,0.9079,0.1761,0.888,0.805,0.983,0.295,7.487,0.0%,6.1027,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_kidney_function__kidney_function_and_urine_chemistry__laboratory_measurement__microalbumin_in_urine__30500,Microalbumin in urine,numeric_summary,continuous numeric,2,159404,84.1%,31.0662,128.4488,11.6,8.5,19.525,6.7,6746,0.0%,18.7366,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_kidney_function__kidney_function_and_urine_chemistry__laboratory_measurement__urate__30880,Urate,numeric_summary,continuous numeric,2,486854,51.6%,309.3939,80.3932,304.7,251.575,361.7,89.1,1068,0.0%,0.4736,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_kidney_function__kidney_function_and_urine_chemistry__laboratory_measurement__urea__30670,Urea,numeric_summary,continuous numeric,2,487122,51.5%,5.4109,1.4011,5.26,4.49,6.14,0.81,41.83,0.0%,1.9593,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_lipids__lipid_biomarkers__laboratory_measurement__apolipoprotein_a__30630,Apolipoprotein A,numeric_summary,continuous numeric,2,443078,55.9%,1.5393,0.2709,1.5145,1.349,1.71,0.419,2.5,0.0%,0.5602,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_lipids__lipid_biomarkers__laboratory_measurement__apolipoprotein_b__30640,Apolipoprotein B,numeric_summary,continuous numeric,2,484995,51.7%,1.0317,0.2382,1.019,0.8708,1.1892,0.4,2,0.0%,0.3979,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_lipids__lipid_biomarkers__laboratory_measurement__cholesterol__30690,Cholesterol,numeric_summary,continuous numeric,2,487466,51.5%,5.6926,1.1465,5.6795,4.929,6.446,0.601,15.46,0.0%,0.2816,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_lipids__lipid_biomarkers__laboratory_measurement__hdl_cholesterol__30760,HDL cholesterol,numeric_summary,continuous numeric,2,445562,55.7%,1.4505,0.3831,1.403,1.176,1.685,0.219,4.401,0.0%,0.7729,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_lipids__lipid_biomarkers__laboratory_measurement__ldl_direct__30780,LDL direct,numeric_summary,continuous numeric,2,486543,51.6%,3.5559,0.8708,3.535,2.95,4.1233,0.266,9.797,0.0%,0.3271,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_lipids__lipid_biomarkers__laboratory_measurement__lipoprotein_a__30790,Lipoprotein A,numeric_summary,continuous numeric,2,389862,61.2%,44.6397,49.2156,21.8,9.8,63.785,3.8,189,0.0%,1.3941,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_lipids__lipid_biomarkers__laboratory_measurement__triglycerides__30870,Triglycerides,numeric_summary,continuous numeric,2,487058,51.5%,1.7458,1.0245,1.507,1.0457,2.1883,0.231,11.278,0.0%,2.0831,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_liver_function__liver_enzymes_and_bilirubin__laboratory_measurement__alanine_aminotransferase__30620,Alanine aminotransferase,numeric_summary,continuous numeric,2,487265,51.5%,23.5258,14.111,20.245,15.5,28.09,3.01,495.19,0.0%,5.163,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_liver_function__liver_enzymes_and_bilirubin__laboratory_measurement__alkaline_phosphatase__30610,Alkaline phosphatase,numeric_summary,continuous numeric,2,487472,51.5%,83.7012,26.3744,80.6,67.4,95.9,8,1417,0.0%,5.2239,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_liver_function__liver_enzymes_and_bilirubin__laboratory_measurement__aspartate_aminotransferase__30650,Aspartate aminotransferase,numeric_summary,continuous numeric,2,485601,51.7%,26.2415,10.6479,24.5,21,29.1,3.3,947.2,0.0%,12.1177,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_liver_function__liver_enzymes_and_bilirubin__laboratory_measurement__direct_bilirubin__30660,Direct bilirubin,numeric_summary,continuous numeric,2,413662,58.8%,1.8326,0.8486,1.61,1.31,2.1,1,70.06,0.0%,6.7989,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_liver_function__liver_enzymes_and_bilirubin__laboratory_measurement__gamma_glutamyltransferase__30730,Gamma glutamyltransferase,numeric_summary,continuous numeric,2,487205,51.5%,37.3051,41.8704,26.7,18.4,41.7,5,1185,0.0%,8.0829,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_liver_function__liver_enzymes_and_bilirubin__laboratory_measurement__total_bilirubin__30840,Total bilirubin,numeric_summary,continuous numeric,2,485335,51.7%,9.1192,4.4251,8.06,6.38,10.4725,1.08,144.52,0.0%,3.0208,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_minerals_vitamins__mineral_and_vitamin_biomarkers__laboratory_measurement__calcium__30680,Calcium,numeric_summary,continuous numeric,2,445618,55.7%,2.3807,0.0944,2.378,2.319,2.438,1.05,3.611,0.0%,0.4234,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_minerals_vitamins__mineral_and_vitamin_biomarkers__laboratory_measurement__phosphate__30810,Phosphate,numeric_summary,continuous numeric,2,444900,55.7%,1.1617,0.1615,1.166,1.0617,1.27,0.369,4.702,0.0%,-0.0265,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_minerals_vitamins__mineral_and_vitamin_biomarkers__laboratory_measurement__vitamin_d__30890,Vitamin D,numeric_summary,continuous numeric,2,465388,53.7%,48.5801,21.1433,46.4,32.2,62.4,10,362,0.0%,0.6478,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_proteins_inflammation__protein_inflammation_and_growth_factor_biomarkers__laboratory_measurement__albumin__30600,Albumin,numeric_summary,continuous numeric,2,445769,55.6%,45.2249,2.6294,45.24,43.52,46.95,17.38,59.8,0.0%,-0.0346,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_proteins_inflammation__protein_inflammation_and_growth_factor_biomarkers__laboratory_measurement__c_reactive_protein__30710,C-reactive protein,numeric_summary,continuous numeric,2,486405,51.6%,2.5889,4.3501,1.3,0.65,2.73,0.08,79.96,0.0%,6.3073,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_proteins_inflammation__protein_inflammation_and_growth_factor_biomarkers__laboratory_measurement__igf_1__30770,IGF-1,numeric_summary,continuous numeric,2,484739,51.8%,21.3828,5.6942,21.013,17.3163,24.6422,1.445,126.766,0.0%,0.715,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_proteins_inflammation__protein_inflammation_and_growth_factor_biomarkers__laboratory_measurement__rheumatoid_factor__30820,Rheumatoid factor,numeric_summary,continuous numeric,2,42998,95.7%,24.5647,19.8448,16.7,12.3,28,10,120,0.0%,2.3476,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_proteins_inflammation__protein_inflammation_and_growth_factor_biomarkers__laboratory_measurement__total_protein__30860,Total protein,numeric_summary,continuous numeric,2,445288,55.7%,72.5373,4.1205,72.28,69.73,75.14,36.27,117.36,0.0%,0.368,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_hormones__sex_hormone_biomarkers__laboratory_measurement__oestradiol__30800,Oestradiol,numeric_summary,continuous numeric,2,78535,92.2%,459.7169,429.9972,313.6,215.6,528.55,175,1.459e+04,0.0%,6.088,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_hormones__sex_hormone_biomarkers__laboratory_measurement__shbg__30830,SHBG,numeric_summary,continuous numeric,2,441304,56.1%,51.7047,27.7273,45.425,32.6975,64.1175,0.39,241.92,0.0%,1.6562,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_hormones__sex_hormone_biomarkers__laboratory_measurement__testosterone__30850,Testosterone,numeric_summary,continuous numeric,2,441247,56.1%,6.5812,6.06,4.956,1.0277,11.7112,0.35,54.342,0.0%,0.5851,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_kidney_function__urine_electrolytes_and_result_flags__laboratory_measurement__potassium_in_urine__30520,Potassium in urine,numeric_summary,continuous numeric,2,502593,50.0%,63.1574,33.8164,56.9,36.7,83.9,2.4,200,0.0%,0.8891,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Biochemistry biomarkers,eye_kidney_ukb42408__clinical_biomarkers_kidney_function__urine_electrolytes_and_result_flags__laboratory_measurement__sodium_in_urine__30530,Sodium in urine,numeric_summary,continuous numeric,2,502575,50.0%,77.3556,44.3644,68.7,43.375,104.1,10,380.7,0.0%,0.9449,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__platelet_count_and_indices__laboratory_measurement__mean_platelet_thrombocyte_volume__30100,Mean platelet (thrombocyte) volume,numeric_summary,continuous numeric,3,503440,66.6%,9.3231,1.0853,9.2,8.55,9.9325,5.73,16.5,0.0%,0.7579,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__platelet_count_and_indices__laboratory_measurement__platelet_count__30080,Platelet count,numeric_summary,continuous numeric,3,503447,66.6%,252.0235,60.0596,249,213,285.925,0.3,1821,0.0%,0.9438,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__platelet_count_and_indices__laboratory_measurement__platelet_crit__30090,Platelet crit,numeric_summary,continuous numeric,3,497773,67.0%,0.2318,0.0491,0.229,0.2,0.2602,0,1.445,0.0%,0.849,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__platelet_count_and_indices__laboratory_measurement__platelet_distribution_width__30110,Platelet distribution width,numeric_summary,continuous numeric,3,497772,67.0%,16.4955,0.5235,16.42,16.11,16.8,13.27,20.2,0.0%,0.8242,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__red_blood_cells_and_haemoglobin__laboratory_measurement__haematocrit_percentage__30030,Haematocrit percentage,numeric_summary,continuous numeric,3,503450,66.6%,41.0946,3.549,41.03,38.68,43.57,0.05,72.48,0.0%,-0.1073,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__red_blood_cells_and_haemoglobin__laboratory_measurement__haemoglobin_concentration__30020,Haemoglobin concentration,numeric_summary,continuous numeric,3,503450,66.6%,14.1807,1.2457,14.15,13.37,15.0525,0.09,22.27,0.0%,-0.1538,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__red_blood_cells_and_haemoglobin__laboratory_measurement__mean_corpuscular_haemoglobin__30050,Mean corpuscular haemoglobin,numeric_summary,continuous numeric,3,503444,66.6%,31.4507,1.9203,31.5,30.5,32.5,0,95.67,0.0%,1.1935,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__red_blood_cells_and_haemoglobin__laboratory_measurement__mean_corpuscular_haemoglobin_concentration__30060,Mean corpuscular haemoglobin concentration,numeric_summary,continuous numeric,3,503440,66.6%,34.5191,1.0886,34.48,33.85,35.11,10.7,97.3,0.0%,6.0082,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__red_blood_cells_and_haemoglobin__laboratory_measurement__mean_corpuscular_volume__30040,Mean corpuscular volume,numeric_summary,continuous numeric,3,503448,66.6%,91.1034,4.5902,91.2,88.4675,93.8525,52.1,160.3,0.0%,-0.4413,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__red_blood_cells_and_haemoglobin__laboratory_measurement__mean_sphered_cell_volume__30270,Mean sphered cell volume,numeric_summary,continuous numeric,3,489145,67.6%,83.0867,5.4279,82.8,79.3075,86.24,43.31,205.2,0.0%,0.426,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__red_blood_cells_and_haemoglobin__laboratory_measurement__nucleated_red_blood_cell_count__30170,Nucleated red blood cell count,numeric_summary,continuous numeric,3,496852,67.0%,0.0024,0.0337,0,0,0,0,6.9,98.9%,66.7595,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__red_blood_cells_and_haemoglobin__laboratory_measurement__nucleated_red_blood_cell_percentage__30230,Nucleated red blood cell percentage,numeric_summary,continuous numeric,3,496848,67.0%,0.0377,0.4612,0,0,0,0,81.97,98.9%,31.5445,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__red_blood_cells_and_haemoglobin__laboratory_measurement__red_blood_cell_erythrocyte_count__30010,Red blood cell (erythrocyte) count,numeric_summary,continuous numeric,3,503448,66.6%,4.5188,0.4165,4.51,4.238,4.8012,0.006,7.911,0.0%,0.0767,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__red_blood_cells_and_haemoglobin__laboratory_measurement__red_blood_cell_erythrocyte_distribution_width__30070,Red blood cell (erythrocyte) distribution width,numeric_summary,continuous numeric,3,503448,66.6%,13.4938,0.9844,13.35,12.9,13.87,2.28,38.96,0.0%,3.3402,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__reticulocyte_measures__laboratory_measurement__high_light_scatter_reticulocyte_count__30300,High light scatter reticulocyte count,numeric_summary,continuous numeric,3,489144,67.6%,0.0181,0.0102,0.016,0.011,0.023,0,0.6,0.0%,5.4348,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__reticulocyte_measures__laboratory_measurement__high_light_scatter_reticulocyte_percentage__30290,High light scatter reticulocyte percentage,numeric_summary,continuous numeric,3,489145,67.6%,0.402,0.3279,0.361,0.254,0.51,0,80,0.0%,113.9737,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__reticulocyte_measures__laboratory_measurement__immature_reticulocyte_fraction__30280,Immature reticulocyte fraction,numeric_summary,continuous numeric,3,489143,67.6%,0.2917,0.0612,0.291,0.25,0.33,0,1,0.0%,0.0101,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__reticulocyte_measures__laboratory_measurement__mean_reticulocyte_volume__30260,Mean reticulocyte volume,numeric_summary,continuous numeric,3,494714,67.2%,106.2208,7.921,106.02,101.6,110.8325,46,249.45,0.0%,-0.0791,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__reticulocyte_measures__laboratory_measurement__reticulocyte_count__30250,Reticulocyte count,numeric_summary,continuous numeric,3,494714,67.2%,0.0607,0.0382,0.057,0.043,0.074,0,2.433,0.0%,25.9283,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__reticulocyte_measures__laboratory_measurement__reticulocyte_percentage__30240,Reticulocyte percentage,numeric_summary,continuous numeric,3,494713,67.2%,1.3437,0.8758,1.25,0.97,1.6275,0,90.909,0.0%,31.2251,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__white_blood_cells_and_differential__laboratory_measurement__basophill_count__30160,Basophill count,numeric_summary,continuous numeric,3,502542,66.7%,0.0336,0.0514,0.02,0,0.04,0,3.03,29.6%,10.326,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__white_blood_cells_and_differential__laboratory_measurement__basophill_percentage__30220,Basophill percentage,numeric_summary,continuous numeric,3,502549,66.7%,0.5667,0.6052,0.43,0.3,0.68,0,33.8,0.4%,11.5602,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__white_blood_cells_and_differential__laboratory_measurement__eosinophill_count__30150,Eosinophill count,numeric_summary,continuous numeric,3,502542,66.7%,0.1745,0.1382,0.14,0.1,0.21,0,9.6,3.0%,5.018,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__white_blood_cells_and_differential__laboratory_measurement__eosinophill_percentage__30210,Eosinophill percentage,numeric_summary,continuous numeric,3,502549,66.7%,2.568,1.8704,2.145,1.3875,3.33,0,100,0.2%,4.063,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__white_blood_cells_and_differential__laboratory_measurement__lymphocyte_count__30120,Lymphocyte count,numeric_summary,continuous numeric,3,502542,66.7%,1.9631,1.1909,1.88,1.51,2.3,0,196.41,0.0%,53.5,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__white_blood_cells_and_differential__laboratory_measurement__lymphocyte_percentage__30180,Lymphocyte percentage,numeric_summary,continuous numeric,3,502549,66.7%,28.8783,7.5081,28.64,23.88,33.6,0,98.7,0.0%,0.5177,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__white_blood_cells_and_differential__laboratory_measurement__monocyte_count__30130,Monocyte count,numeric_summary,continuous numeric,3,502542,66.7%,0.4738,0.2716,0.44,0.36,0.56,0,113.39,0.0%,152.4347,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__white_blood_cells_and_differential__laboratory_measurement__monocyte_percentage__30190,Monocyte percentage,numeric_summary,continuous numeric,3,502549,66.7%,7.0362,2.7187,6.77,5.5,8.2,0,96.9,0.0%,7.2843,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__white_blood_cells_and_differential__laboratory_measurement__neutrophill_count__30140,Neutrophill count,numeric_summary,continuous numeric,3,502542,66.7%,4.2296,1.421,4.03,3.27,4.96,0,76.42,0.0%,1.5931,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__white_blood_cells_and_differential__laboratory_measurement__neutrophill_percentage__30200,Neutrophill percentage,numeric_summary,continuous numeric,3,502549,66.7%,60.951,8.5435,61,55.5,66.7,0,100,0.0%,-0.4655,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Blood count,eye_kidney_ukb42408__clinical_biomarkers_haematology__white_blood_cells_and_differential__laboratory_measurement__white_blood_cell_leukocyte_count__30000,White blood cell (leukocyte) count,numeric_summary,continuous numeric,3,503444,66.6%,6.8812,2.1319,6.66,5.63,7.89,0,389.7,0.0%,22.2375,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Vision / ophthalmic measurements,eye_kidney_ukb42408__eye_and_vision_phenotypes__ophthalmic_measurements__corneal_topography_refractometry_astigmatism__3mm_asymmetry_angle_left__5111,3mm asymmetry angle (left),numeric_summary,integer,12,364553,94.0%,171.7227,88.6893,161,99,247,0,360,0.1%,0.1635,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Vision / ophthalmic measurements,eye_kidney_ukb42408__eye_and_vision_phenotypes__ophthalmic_measurements__corneal_topography_refractometry_astigmatism__3mm_asymmetry_angle_right__5108,3mm asymmetry angle (right),numeric_summary,integer,12,356693,94.1%,174.2354,126.0619,148,54,306,0,360,0.2%,0.0848,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Vision / ophthalmic measurements,eye_kidney_ukb42408__eye_and_vision_phenotypes__ophthalmic_measurements__corneal_topography_refractometry_astigmatism__3mm_asymmetry_index_left__5156,3mm asymmetry index (left),numeric_summary,continuous numeric,12,364575,94.0%,8.5141,7.3096,7,4.4,10.6,0,276.6,0.0%,6.8516,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Vision / ophthalmic measurements,eye_kidney_ukb42408__eye_and_vision_phenotypes__ophthalmic_measurements__corneal_topography_refractometry_astigmatism__3mm_asymmetry_index_right__5159,3mm asymmetry index (right),numeric_summary,continuous numeric,12,356705,94.1%,9.1983,7.3132,7.9,5.1,11.7,0,271.8,0.0%,6.3686,,,exact moments; quantiles from deterministic sample,
eye_kidney_ukb42408,Eye-kidney ukb42408,Vision / ophthalmic measurements,eye_kidney_ukb42408__eye_and_vision_phenotypes__ophthalmic_measurements__corneal_topography_refractometry_astigmatism__3mm_asymmetry_index_for_irregular_astigmatism_level_left__5155,3mm asymmetry index for irregular astigmatism level (left),categorical_summary,categorical,12,364575,94.0%,,,,,,,,,,,3,exact counts unless unique_overflow is true,False
eye_kidney_ukb42408,Eye-kidney ukb42408,Vision / ophthalmic measurements,eye_kidney_ukb42408__eye_and_vision_phenotypes__ophthalmic_measurements__corneal_topography_refractometry_astigmatism__3mm_asymmetry_index_for_irregular_astigmatism_level_right__5152,3mm asymmetry index for irregular astigmatism level (right),categorical_summary,categorical,12,356705,94.1%,,,,,,,,,,,3,exact counts unless unique_overflow is true,False
eye_kidney_ukb42408,Eye-kidney ukb42408,Vision / ophthalmic measurements,eye_kidney_ukb42408__eye_and_vision_phenotypes__ophthalmic_measurements__corneal_topography_refractometry_astigmatism__3mm_asymmetry_index_unreliable_left__5141,3mm asymmetry index unreliable (left),categorical_summary,categorical,12,21526,99.6%,,,,,,,,,,,1,exact counts unless unique_overflow is true,False
