source_id,source_label,profile_type,variable,column,field_id,instance,value,value_label,count,percent,non_missing_count,missing_percent,mean,sd,median,q1,q3,min,max,zero_percent,skewness,extreme_z_percent
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment date,53-3.0,53,3,2019-12-03,2019-12-03,18,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment date,53-3.0,53,3,2019-10-01,2019-10-01,18,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment date,53-3.0,53,3,2019-10-14,2019-10-14,17,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment date,53-3.0,53,3,2019-09-11,2019-09-11,17,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment date,53-3.0,53,3,2019-09-07,2019-09-07,17,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment date,53-3.0,53,3,2019-11-15,2019-11-15,17,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment date,53-3.0,53,3,2019-12-19,2019-12-19,17,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment center,54-0.0,54,0,11010,Leeds,44198,8.8%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment center,54-0.0,54,0,11011,Bristol,43012,8.6%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment center,54-0.0,54,0,11009,Newcastle,37001,7.4%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment center,54-0.0,54,0,11013,Nottingham,33875,6.7%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment center,54-0.0,54,0,11016,Liverpool,32813,6.5%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment center,54-0.0,54,0,11014,Sheffield,30388,6.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment center,54-0.0,54,0,11007,Reading,29408,5.9%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment center,54-0.0,54,0,11018,Hounslow,28875,5.7%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment center,54-0.0,54,0,11008,Bury,28319,5.6%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment center,54-0.0,54,0,11020,Croydon,27379,5.4%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment center,54-0.0,54,0,11021,Birmingham,25498,5.1%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment center,54-0.0,54,0,11017,Middlesborough,21286,4.2%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment center,54-0.0,54,0,11006,Stoke,19433,3.9%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment center,54-0.0,54,0,11004,Glasgow,18647,3.7%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment center,54-0.0,54,0,11003,Cardiff,17878,3.6%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment center,54-0.0,54,0,11005,Edinburgh,17194,3.4%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment center,54-0.0,54,0,11002,Oxford,14058,2.8%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment center,54-0.0,54,0,11001,Manchester,13939,2.8%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment center,54-0.0,54,0,11012,Barts,12581,2.5%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment center,54-0.0,54,0,10003,Stockport (pilot),3792,0.8%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment center,54-0.0,54,0,11022,Swansea,2281,0.5%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment center,54-0.0,54,0,11023,Wrexham,649,0.1%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment center,54-1.0,54,1,11024,Cheadle (revisit),20343,4.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment center,54-2.0,54,2,11025,Cheadle (imaging),29151,5.8%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment center,54-2.0,54,2,11027,Newcastle (imaging),12527,2.5%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment center,54-2.0,54,2,11026,Reading (imaging),7250,1.4%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment center,54-2.0,54,2,11028,11028,71,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment center,54-3.0,54,3,11025,Cheadle (imaging),1941,0.4%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment center,54-3.0,54,3,11027,Newcastle (imaging),1268,0.3%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-0.0,55,0,5,5,52752,10.5%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-0.0,55,0,6,6,51997,10.3%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-0.0,55,0,3,3,49607,9.9%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-0.0,55,0,4,4,44113,8.8%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-0.0,55,0,7,7,42532,8.5%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-0.0,55,0,10,10,42131,8.4%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-0.0,55,0,11,11,41615,8.3%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-0.0,55,0,2,2,41175,8.2%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-0.0,55,0,8,8,37459,7.5%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-0.0,55,0,9,9,35638,7.1%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-0.0,55,0,1,1,35342,7.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-0.0,55,0,12,12,28143,5.6%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-1.0,55,1,5,5,2617,0.5%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-1.0,55,1,4,4,2565,0.5%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-1.0,55,1,10,10,2230,0.4%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-1.0,55,1,11,11,2124,0.4%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-1.0,55,1,2,2,2068,0.4%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-1.0,55,1,3,3,1992,0.4%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-1.0,55,1,1,1,1906,0.4%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-1.0,55,1,9,9,1855,0.4%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-1.0,55,1,12,12,1405,0.3%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-1.0,55,1,8,8,984,0.2%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-1.0,55,1,6,6,599,0.1%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-2.0,55,2,10,10,4627,0.9%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-2.0,55,2,8,8,4547,0.9%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-2.0,55,2,11,11,4510,0.9%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-2.0,55,2,9,9,4403,0.9%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-2.0,55,2,7,7,4369,0.9%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-2.0,55,2,5,5,4196,0.8%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-2.0,55,2,6,6,4163,0.8%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-2.0,55,2,1,1,3903,0.8%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-2.0,55,2,2,2,3872,0.8%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-2.0,55,2,3,3,3865,0.8%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-2.0,55,2,4,4,3473,0.7%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-2.0,55,2,12,12,3074,0.6%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-3.0,55,3,11,11,450,0.1%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-3.0,55,3,10,10,441,0.1%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-3.0,55,3,9,9,418,0.1%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-3.0,55,3,2,2,403,0.1%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-3.0,55,3,7,7,314,0.1%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-3.0,55,3,8,8,308,0.1%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-3.0,55,3,12,12,298,0.1%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-3.0,55,3,1,1,251,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-3.0,55,3,3,3,194,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-3.0,55,3,6,6,127,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Assessment month,55-3.0,55,3,5,5,5,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-0.0,21000,0,1001,British,442586,88.1%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-0.0,21000,0,1003,Any other white background,16332,3.3%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-0.0,21000,0,1002,Irish,13207,2.6%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-0.0,21000,0,3001,Indian,5951,1.2%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-0.0,21000,0,6,Other ethnic group,4558,0.9%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-0.0,21000,0,4001,Caribbean,4517,0.9%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-0.0,21000,0,4002,African,3394,0.7%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-0.0,21000,0,3002,Pakistani,1837,0.4%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-0.0,21000,0,3004,Any other Asian background,1815,0.4%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-0.0,21000,0,-3,Prefer not to answer,1661,0.3%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-0.0,21000,0,5,Chinese,1574,0.3%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-0.0,21000,0,2004,Any other mixed background,1033,0.2%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-0.0,21000,0,2003,White and Asian,831,0.2%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-0.0,21000,0,2001,White and Black Caribbean,620,0.1%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-0.0,21000,0,1,White,570,0.1%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-0.0,21000,0,2002,White and Black African,425,0.1%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-0.0,21000,0,3003,Bangladeshi,236,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-0.0,21000,0,-1,Do not know,217,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-0.0,21000,0,4003,Any other Black background,123,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-0.0,21000,0,2,Mixed,49,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-0.0,21000,0,3,Asian or Asian British,43,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-0.0,21000,0,4,Black or Black British,27,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-1.0,21000,1,1001,British,18873,3.8%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-1.0,21000,1,1002,Irish,501,0.1%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-1.0,21000,1,1003,Any other white background,464,0.1%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-1.0,21000,1,6,Other ethnic group,82,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-1.0,21000,1,3001,Indian,71,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-1.0,21000,1,-3,Prefer not to answer,55,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-1.0,21000,1,4001,Caribbean,49,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-1.0,21000,1,5,Chinese,44,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-1.0,21000,1,4002,African,43,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-1.0,21000,1,3002,Pakistani,42,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-1.0,21000,1,2004,Any other mixed background,26,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-1.0,21000,1,3004,Any other Asian background,23,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-1.0,21000,1,2003,White and Asian,21,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-1.0,21000,1,2002,White and Black African,18,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-1.0,21000,1,2001,White and Black Caribbean,11,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-1.0,21000,1,1,White,7,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-1.0,21000,1,4003,Any other Black background,3,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-1.0,21000,1,-1,Do not know,2,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-1.0,21000,1,3003,Bangladeshi,1,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-2.0,21000,2,1001,British,10758,2.1%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-2.0,21000,2,1002,Irish,293,0.1%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-2.0,21000,2,1003,Any other white background,238,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-2.0,21000,2,3001,Indian,87,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-2.0,21000,2,6,Other ethnic group,57,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-2.0,21000,2,4001,Caribbean,42,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-2.0,21000,2,5,Chinese,35,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-2.0,21000,2,3002,Pakistani,26,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-2.0,21000,2,4002,African,24,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-2.0,21000,2,2004,Any other mixed background,23,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-2.0,21000,2,-3,Prefer not to answer,22,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-2.0,21000,2,2001,White and Black Caribbean,19,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-2.0,21000,2,3004,Any other Asian background,16,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-2.0,21000,2,2003,White and Asian,12,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-2.0,21000,2,2002,White and Black African,6,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-2.0,21000,2,1,White,4,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-2.0,21000,2,3003,Bangladeshi,3,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-2.0,21000,2,-1,Do not know,3,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-2.0,21000,2,3,Asian or Asian British,1,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,category_count,Ethnic background,21000-2.0,21000,2,2,Mixed,1,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,numeric_summary,Age at assessment,21003-0.0,21003,0,,,502504,100.0%,502504,0.0%,56.5286,8.0953,58,50,63,37,73,0.0%,-0.3191,
eye_kidney_ukb42408,Eye-kidney ukb42408,histogram,Age at assessment,21003-0.0,21003,0,0-39,,7,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,histogram,Age at assessment,21003-0.0,21003,0,40-49,,117866,23.5%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,histogram,Age at assessment,21003-0.0,21003,0,50-59,,167142,33.3%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,histogram,Age at assessment,21003-0.0,21003,0,60-69,,215065,42.8%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,histogram,Age at assessment,21003-0.0,21003,0,70-79,,2424,0.5%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,histogram,Age at assessment,21003-0.0,21003,0,80+,,0,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,numeric_summary,Age at assessment,21003-1.0,21003,1,,,20345,4.0%,20345,96.0%,61.4473,7.399,63,57,67,43,79,0.0%,-0.4505,
eye_kidney_ukb42408,Eye-kidney ukb42408,histogram,Age at assessment,21003-1.0,21003,1,0-39,,0,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,histogram,Age at assessment,21003-1.0,21003,1,40-49,,1798,8.8%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,histogram,Age at assessment,21003-1.0,21003,1,50-59,,5455,26.8%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,histogram,Age at assessment,21003-1.0,21003,1,60-69,,10380,51.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,histogram,Age at assessment,21003-1.0,21003,1,70-79,,2712,13.3%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,histogram,Age at assessment,21003-1.0,21003,1,80+,,0,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,numeric_summary,Age at assessment,21003-2.0,21003,2,,,49002,9.8%,49002,90.2%,64.195,7.7468,65,58,70,44,82,0.0%,-0.1361,
eye_kidney_ukb42408,Eye-kidney ukb42408,histogram,Age at assessment,21003-2.0,21003,2,0-39,,0,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,histogram,Age at assessment,21003-2.0,21003,2,40-49,,1012,2.1%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,histogram,Age at assessment,21003-2.0,21003,2,50-59,,13389,27.3%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,histogram,Age at assessment,21003-2.0,21003,2,60-69,,20666,42.2%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,histogram,Age at assessment,21003-2.0,21003,2,70-79,,13560,27.7%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,histogram,Age at assessment,21003-2.0,21003,2,80+,,375,0.8%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,numeric_summary,Age at assessment,21003-3.0,21003,3,,,3209,0.6%,3209,99.4%,65.1558,7.2256,66,59,71,49,82,0.0%,-0.0558,
eye_kidney_ukb42408,Eye-kidney ukb42408,histogram,Age at assessment,21003-3.0,21003,3,0-39,,0,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,histogram,Age at assessment,21003-3.0,21003,3,40-49,,1,0.0%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,histogram,Age at assessment,21003-3.0,21003,3,50-59,,804,25.1%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,histogram,Age at assessment,21003-3.0,21003,3,60-69,,1402,43.7%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,histogram,Age at assessment,21003-3.0,21003,3,70-79,,972,30.3%,,,,,,,,,,,,
eye_kidney_ukb42408,Eye-kidney ukb42408,histogram,Age at assessment,21003-3.0,21003,3,80+,,30,0.9%,,,,,,,,,,,,
eye_brain_ukb42577,Eye-brain ukb42577,category_count,Sex / gender,31-0.0,31,0,0,Female,273382,54.4%,,,,,,,,,,,,
eye_brain_ukb42577,Eye-brain ukb42577,category_count,Sex / gender,31-0.0,31,0,1,Male,229122,45.6%,,,,,,,,,,,,
eye_brain_ukb42577,Eye-brain ukb42577,numeric_summary,Year of birth,34-0.0,34,0,,,502504,100.0%,502504,0.0%,1952,8.1161,1950,1945,1958,1934,1971,0.0%,0.3169,
eye_brain_ukb42577,Eye-brain ukb42577,category_count,Month of birth,52-0.0,52,0,5,5,45131,9.0%,,,,,,,,,,,,
eye_brain_ukb42577,Eye-brain ukb42577,category_count,Month of birth,52-0.0,52,0,3,3,45105,9.0%,,,,,,,,,,,,
eye_brain_ukb42577,Eye-brain ukb42577,category_count,Month of birth,52-0.0,52,0,4,4,43067,8.6%,,,,,,,,,,,,
eye_brain_ukb42577,Eye-brain ukb42577,category_count,Month of birth,52-0.0,52,0,7,7,42595,8.5%,,,,,,,,,,,,
eye_brain_ukb42577,Eye-brain ukb42577,category_count,Month of birth,52-0.0,52,0,1,1,42438,8.4%,,,,,,,,,,,,
eye_brain_ukb42577,Eye-brain ukb42577,category_count,Month of birth,52-0.0,52,0,6,6,42428,8.4%,,,,,,,,,,,,
eye_brain_ukb42577,Eye-brain ukb42577,category_count,Month of birth,52-0.0,52,0,8,8,41473,8.3%,,,,,,,,,,,,
eye_brain_ukb42577,Eye-brain ukb42577,category_count,Month of birth,52-0.0,52,0,9,9,40925,8.1%,,,,,,,,,,,,
eye_brain_ukb42577,Eye-brain ukb42577,category_count,Month of birth,52-0.0,52,0,10,10,40612,8.1%,,,,,,,,,,,,
eye_brain_ukb42577,Eye-brain ukb42577,category_count,Month of birth,52-0.0,52,0,12,12,40399,8.0%,,,,,,,,,,,,
eye_brain_ukb42577,Eye-brain ukb42577,category_count,Month of birth,52-0.0,52,0,2,2,39953,8.0%,,,,,,,,,,,,
eye_brain_ukb42577,Eye-brain ukb42577,category_count,Month of birth,52-0.0,52,0,11,11,38378,7.6%,,,,,,,,,,,,
