source_id,group_id,instance,participant_count,source_participant_count,source_percent
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__gestational_diabetes_only_pilot__10844,0,63,502505,0.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__started_insulin_within_one_year_diagnosis_of_diabetes__2986,all,27026,502505,5.4%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__started_insulin_within_one_year_diagnosis_of_diabetes__2986,0,25307,502505,5.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__started_insulin_within_one_year_diagnosis_of_diabetes__2986,1,1129,502505,0.2%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__started_insulin_within_one_year_diagnosis_of_diabetes__2986,2,2639,502505,0.5%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__started_insulin_within_one_year_diagnosis_of_diabetes__2986,3,165,502505,0.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__physical_measurements__assessment_measurement__medication_for_cholesterol_blood_pressure_or_diabetes__6177,all,227360,502505,45.2%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__physical_measurements__assessment_measurement__medication_for_cholesterol_blood_pressure_or_diabetes__6177,0,226936,502505,45.2%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__physical_measurements__assessment_measurement__medication_for_cholesterol_blood_pressure_or_diabetes__6177,1,9934,502505,2.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__physical_measurements__assessment_measurement__medication_for_cholesterol_blood_pressure_or_diabetes__6177,2,23542,502505,4.7%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__physical_measurements__assessment_measurement__medication_for_cholesterol_blood_pressure_or_diabetes__6177,3,1587,502505,0.3%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__physical_measurements__assessment_measurement__medication_for_cholesterol_blood_pressure_diabetes_or_take_exogenous_hormones__6153,all,271334,502505,54.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__physical_measurements__assessment_measurement__medication_for_cholesterol_blood_pressure_diabetes_or_take_exogenous_hormones__6153,0,270852,502505,53.9%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__physical_measurements__assessment_measurement__medication_for_cholesterol_blood_pressure_diabetes_or_take_exogenous_hormones__6153,1,10402,502505,2.1%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__physical_measurements__assessment_measurement__medication_for_cholesterol_blood_pressure_diabetes_or_take_exogenous_hormones__6153,2,25094,502505,5.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__physical_measurements__assessment_measurement__medication_for_cholesterol_blood_pressure_diabetes_or_take_exogenous_hormones__6153,3,1613,502505,0.3%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__age_deep_vein_thrombosis_dvt_blood_clot_in_leg_diagnosed__4012,all,10474,502505,2.1%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__age_deep_vein_thrombosis_dvt_blood_clot_in_leg_diagnosed__4012,0,9953,502505,2.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__age_deep_vein_thrombosis_dvt_blood_clot_in_leg_diagnosed__4012,1,391,502505,0.1%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__age_deep_vein_thrombosis_dvt_blood_clot_in_leg_diagnosed__4012,2,826,502505,0.2%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__age_deep_vein_thrombosis_dvt_blood_clot_in_leg_diagnosed__4012,3,45,502505,0.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__age_emphysema_chronic_bronchitis_diagnosed__3992,all,8821,502505,1.8%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__age_emphysema_chronic_bronchitis_diagnosed__3992,0,8315,502505,1.7%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__age_emphysema_chronic_bronchitis_diagnosed__3992,1,258,502505,0.1%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__age_emphysema_chronic_bronchitis_diagnosed__3992,2,524,502505,0.1%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__age_emphysema_chronic_bronchitis_diagnosed__3992,3,19,502505,0.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__age_hay_fever_rhinitis_or_eczema_diagnosed__3761,all,118352,502505,23.6%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__age_hay_fever_rhinitis_or_eczema_diagnosed__3761,0,115128,502505,22.9%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__age_hay_fever_rhinitis_or_eczema_diagnosed__3761,1,4839,502505,1.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__age_hay_fever_rhinitis_or_eczema_diagnosed__3761,2,11549,502505,2.3%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__age_hay_fever_rhinitis_or_eczema_diagnosed__3761,3,743,502505,0.1%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__age_pulmonary_embolism_blood_clot_in_lung_diagnosed__4022,all,4354,502505,0.9%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__age_pulmonary_embolism_blood_clot_in_lung_diagnosed__4022,0,4118,502505,0.8%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__age_pulmonary_embolism_blood_clot_in_lung_diagnosed__4022,1,164,502505,0.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__age_pulmonary_embolism_blood_clot_in_lung_diagnosed__4022,2,385,502505,0.1%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__age_pulmonary_embolism_blood_clot_in_lung_diagnosed__4022,3,23,502505,0.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__had_major_operations__2415,all,228661,502505,45.5%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__had_major_operations__2415,0,228654,502505,45.5%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__had_major_operations__2415,1,9934,502505,2.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__had_major_operations__2415,2,23542,502505,4.7%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__had_major_operations__2415,3,1587,502505,0.3%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__had_other_major_operations__2844,all,272916,502505,54.3%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__had_other_major_operations__2844,0,272904,502505,54.3%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__had_other_major_operations__2844,1,10402,502505,2.1%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__had_other_major_operations__2844,2,25094,502505,5.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__had_other_major_operations__2844,3,1613,502505,0.3%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__interpolated_age_of_participant_when_operation_took_place__20011,all,398674,502505,79.3%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__interpolated_age_of_participant_when_operation_took_place__20011,0,391272,502505,77.9%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__interpolated_age_of_participant_when_operation_took_place__20011,1,16276,502505,3.2%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__interpolated_age_of_participant_when_operation_took_place__20011,2,35669,502505,7.1%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__interpolated_age_of_participant_when_operation_took_place__20011,3,2522,502505,0.5%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__interpolated_year_when_operation_took_place__20010,all,398674,502505,79.3%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__interpolated_year_when_operation_took_place__20010,0,391272,502505,77.9%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__interpolated_year_when_operation_took_place__20010,1,16276,502505,3.2%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__interpolated_year_when_operation_took_place__20010,2,35669,502505,7.1%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__interpolated_year_when_operation_took_place__20010,3,2522,502505,0.5%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__number_of_operations_self_reported__136,all,501654,502505,99.8%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__number_of_operations_self_reported__136,0,501642,502505,99.8%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__number_of_operations_self_reported__136,1,20335,502505,4.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__number_of_operations_self_reported__136,2,43261,502505,8.6%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__number_of_operations_self_reported__136,3,2957,502505,0.6%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__operation_code__20004,all,398676,502505,79.3%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__operation_code__20004,0,391274,502505,77.9%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__operation_code__20004,1,16276,502505,3.2%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__operation_code__20004,2,35669,502505,7.1%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__operation_code__20004,3,2522,502505,0.5%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__operation_year_age_first_occurred__92,all,398676,502505,79.3%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__operation_year_age_first_occurred__92,0,391274,502505,77.9%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__operation_year_age_first_occurred__92,1,16276,502505,3.2%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__operation_year_age_first_occurred__92,2,35669,502505,7.1%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__operation_year_age_first_occurred__92,3,2522,502505,0.5%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__pace_maker__3079,all,500839,502505,99.7%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__pace_maker__3079,0,500789,502505,99.7%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__pace_maker__3079,1,20334,502505,4.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__pace_maker__3079,2,47506,502505,9.5%
eye_kidney_ukb42408,eye_kidney_ukb42408__self_reported_medical_history__self_reported_medical_history__repeated_self_reported_event_history__pace_maker__3079,3,3201,502505,0.6%
eye_kidney_ukb42408,eye_kidney_ukb42408__assessment_device_and_qc_metadata__assessment_device_and_qc_metadata__device_method_qc_attribute__impedance_device_id__43,all,497911,502505,99.1%
eye_kidney_ukb42408,eye_kidney_ukb42408__assessment_device_and_qc_metadata__assessment_device_and_qc_metadata__device_method_qc_attribute__impedance_device_id__43,0,496973,502505,98.9%
eye_kidney_ukb42408,eye_kidney_ukb42408__assessment_device_and_qc_metadata__assessment_device_and_qc_metadata__device_method_qc_attribute__impedance_device_id__43,1,20330,502505,4.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__assessment_device_and_qc_metadata__assessment_device_and_qc_metadata__device_method_qc_attribute__impedance_device_id__43,2,47484,502505,9.4%
eye_kidney_ukb42408,eye_kidney_ukb42408__assessment_device_and_qc_metadata__assessment_device_and_qc_metadata__device_method_qc_attribute__impedance_device_id__43,3,3200,502505,0.6%
eye_kidney_ukb42408,eye_kidney_ukb42408__assessment_device_and_qc_metadata__assessment_device_and_qc_metadata__device_method_qc_attribute__manual_scales_device_id__40,all,483650,502505,96.2%
eye_kidney_ukb42408,eye_kidney_ukb42408__assessment_device_and_qc_metadata__assessment_device_and_qc_metadata__device_method_qc_attribute__manual_scales_device_id__40,0,481340,502505,95.8%
eye_kidney_ukb42408,eye_kidney_ukb42408__assessment_device_and_qc_metadata__assessment_device_and_qc_metadata__device_method_qc_attribute__manual_scales_device_id__40,1,20159,502505,4.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__assessment_device_and_qc_metadata__assessment_device_and_qc_metadata__device_method_qc_attribute__manual_scales_device_id__40,2,36775,502505,7.3%
eye_kidney_ukb42408,eye_kidney_ukb42408__assessment_device_and_qc_metadata__assessment_device_and_qc_metadata__device_method_qc_attribute__manual_scales_device_id__40,3,2076,502505,0.4%
eye_kidney_ukb42408,eye_kidney_ukb42408__assessment_device_and_qc_metadata__assessment_device_and_qc_metadata__device_method_qc_attribute__optical_coherence_tomography_device_id__5270,all,96408,502505,19.2%
eye_kidney_ukb42408,eye_kidney_ukb42408__assessment_device_and_qc_metadata__assessment_device_and_qc_metadata__device_method_qc_attribute__optical_coherence_tomography_device_id__5270,0,79049,502505,15.7%
eye_kidney_ukb42408,eye_kidney_ukb42408__assessment_device_and_qc_metadata__assessment_device_and_qc_metadata__device_method_qc_attribute__optical_coherence_tomography_device_id__5270,1,20245,502505,4.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__assessment_device_and_qc_metadata__assessment_device_and_qc_metadata__device_method_qc_attribute__seating_box_device_id__41,all,497945,502505,99.1%
eye_kidney_ukb42408,eye_kidney_ukb42408__assessment_device_and_qc_metadata__assessment_device_and_qc_metadata__device_method_qc_attribute__seating_box_device_id__41,0,497008,502505,98.9%
eye_kidney_ukb42408,eye_kidney_ukb42408__assessment_device_and_qc_metadata__assessment_device_and_qc_metadata__device_method_qc_attribute__seating_box_device_id__41,1,20331,502505,4.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__assessment_device_and_qc_metadata__assessment_device_and_qc_metadata__device_method_qc_attribute__seating_box_device_id__41,2,47436,502505,9.4%
eye_kidney_ukb42408,eye_kidney_ukb42408__assessment_device_and_qc_metadata__assessment_device_and_qc_metadata__device_method_qc_attribute__seating_box_device_id__41,3,3201,502505,0.6%
eye_kidney_ukb42408,eye_kidney_ukb42408__assessment_device_and_qc_metadata__assessment_device_and_qc_metadata__device_method_qc_attribute__tape_measure_device_id__44,all,497953,502505,99.1%
eye_kidney_ukb42408,eye_kidney_ukb42408__assessment_device_and_qc_metadata__assessment_device_and_qc_metadata__device_method_qc_attribute__tape_measure_device_id__44,0,497017,502505,98.9%
eye_kidney_ukb42408,eye_kidney_ukb42408__assessment_device_and_qc_metadata__assessment_device_and_qc_metadata__device_method_qc_attribute__tape_measure_device_id__44,1,20331,502505,4.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__assessment_device_and_qc_metadata__assessment_device_and_qc_metadata__device_method_qc_attribute__tape_measure_device_id__44,2,47506,502505,9.5%
eye_kidney_ukb42408,eye_kidney_ukb42408__assessment_device_and_qc_metadata__assessment_device_and_qc_metadata__device_method_qc_attribute__tape_measure_device_id__44,3,3201,502505,0.6%
eye_kidney_ukb42408,eye_kidney_ukb42408__data_alignment__id_namespaces_and_join_keys__encoded_participant_identifier_columns__local_encoded_participant_id_for_this_source__eid,all,502505,502505,100.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__demographics_and_assessment_visit_metadata__participant_visit_attribute__age_when_attended_assessment_centre__21003,all,502504,502505,100.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__demographics_and_assessment_visit_metadata__participant_visit_attribute__age_when_attended_assessment_centre__21003,0,502504,502505,100.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__demographics_and_assessment_visit_metadata__participant_visit_attribute__age_when_attended_assessment_centre__21003,1,20345,502505,4.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__demographics_and_assessment_visit_metadata__participant_visit_attribute__age_when_attended_assessment_centre__21003,2,49002,502505,9.8%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__demographics_and_assessment_visit_metadata__participant_visit_attribute__age_when_attended_assessment_centre__21003,3,3209,502505,0.6%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__demographics_and_assessment_visit_metadata__participant_visit_attribute__date_of_attending_assessment_centre__53,all,502504,502505,100.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__demographics_and_assessment_visit_metadata__participant_visit_attribute__date_of_attending_assessment_centre__53,0,502504,502505,100.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__demographics_and_assessment_visit_metadata__participant_visit_attribute__date_of_attending_assessment_centre__53,1,20345,502505,4.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__demographics_and_assessment_visit_metadata__participant_visit_attribute__date_of_attending_assessment_centre__53,2,49002,502505,9.8%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__demographics_and_assessment_visit_metadata__participant_visit_attribute__date_of_attending_assessment_centre__53,3,3209,502505,0.6%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__demographics_and_assessment_visit_metadata__participant_visit_attribute__ethnic_background__21000,all,501612,502505,99.8%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__demographics_and_assessment_visit_metadata__participant_visit_attribute__ethnic_background__21000,0,501606,502505,99.8%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__demographics_and_assessment_visit_metadata__participant_visit_attribute__ethnic_background__21000,1,20336,502505,4.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__demographics_and_assessment_visit_metadata__participant_visit_attribute__ethnic_background__21000,2,11670,502505,2.3%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__demographics_and_assessment_visit_metadata__participant_visit_attribute__month_of_attending_assessment_centre__55,all,502504,502505,100.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__demographics_and_assessment_visit_metadata__participant_visit_attribute__month_of_attending_assessment_centre__55,0,502504,502505,100.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__demographics_and_assessment_visit_metadata__participant_visit_attribute__month_of_attending_assessment_centre__55,1,20345,502505,4.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__demographics_and_assessment_visit_metadata__participant_visit_attribute__month_of_attending_assessment_centre__55,2,49002,502505,9.8%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__demographics_and_assessment_visit_metadata__participant_visit_attribute__month_of_attending_assessment_centre__55,3,3209,502505,0.6%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__demographics_and_assessment_visit_metadata__participant_visit_attribute__month_of_birth__52,all,502504,502505,100.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__demographics_and_assessment_visit_metadata__participant_visit_attribute__month_of_birth__52,0,502504,502505,100.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__demographics_and_assessment_visit_metadata__participant_visit_attribute__sex__31,all,502504,502505,100.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__demographics_and_assessment_visit_metadata__participant_visit_attribute__sex__31,0,502504,502505,100.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__demographics_and_assessment_visit_metadata__participant_visit_attribute__uk_biobank_assessment_centre__54,all,502504,502505,100.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__demographics_and_assessment_visit_metadata__participant_visit_attribute__uk_biobank_assessment_centre__54,0,502504,502505,100.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__demographics_and_assessment_visit_metadata__participant_visit_attribute__uk_biobank_assessment_centre__54,1,20343,502505,4.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__demographics_and_assessment_visit_metadata__participant_visit_attribute__uk_biobank_assessment_centre__54,2,48999,502505,9.8%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__demographics_and_assessment_visit_metadata__participant_visit_attribute__uk_biobank_assessment_centre__54,3,3209,502505,0.6%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__demographics_and_assessment_visit_metadata__participant_visit_attribute__year_of_birth__34,all,502504,502505,100.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__conventional_risk_factors__demographics_and_assessment_visit_metadata__participant_visit_attribute__year_of_birth__34,0,502504,502505,100.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__demographics_family_history_and_psychosocial__sociodemographics_and_psychosocial__socioeconomic_psychosocial_attribute__age_at_recruitment__21022,all,502504,502505,100.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__demographics_family_history_and_psychosocial__sociodemographics_and_psychosocial__socioeconomic_psychosocial_attribute__age_at_recruitment__21022,0,502504,502505,100.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__demographics_family_history_and_psychosocial__sociodemographics_and_psychosocial__socioeconomic_psychosocial_attribute__age_completed_full_time_education__845,all,337412,502505,67.1%
eye_kidney_ukb42408,eye_kidney_ukb42408__demographics_family_history_and_psychosocial__sociodemographics_and_psychosocial__socioeconomic_psychosocial_attribute__age_completed_full_time_education__845,0,336753,502505,67.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__demographics_family_history_and_psychosocial__sociodemographics_and_psychosocial__socioeconomic_psychosocial_attribute__age_completed_full_time_education__845,1,11222,502505,2.2%
eye_kidney_ukb42408,eye_kidney_ukb42408__demographics_family_history_and_psychosocial__sociodemographics_and_psychosocial__socioeconomic_psychosocial_attribute__age_completed_full_time_education__845,2,6382,502505,1.3%
eye_kidney_ukb42408,eye_kidney_ukb42408__demographics_family_history_and_psychosocial__sociodemographics_and_psychosocial__socioeconomic_psychosocial_attribute__attendance_disability_mobility_allowance__6146,all,501603,502505,99.8%
eye_kidney_ukb42408,eye_kidney_ukb42408__demographics_family_history_and_psychosocial__sociodemographics_and_psychosocial__socioeconomic_psychosocial_attribute__attendance_disability_mobility_allowance__6146,0,501586,502505,99.8%
eye_kidney_ukb42408,eye_kidney_ukb42408__demographics_family_history_and_psychosocial__sociodemographics_and_psychosocial__socioeconomic_psychosocial_attribute__attendance_disability_mobility_allowance__6146,1,20336,502505,4.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__demographics_family_history_and_psychosocial__sociodemographics_and_psychosocial__socioeconomic_psychosocial_attribute__attendance_disability_mobility_allowance__6146,2,48643,502505,9.7%
eye_kidney_ukb42408,eye_kidney_ukb42408__demographics_family_history_and_psychosocial__sociodemographics_and_psychosocial__socioeconomic_psychosocial_attribute__attendance_disability_mobility_allowance__6146,3,3200,502505,0.6%
eye_kidney_ukb42408,eye_kidney_ukb42408__demographics_family_history_and_psychosocial__sociodemographics_and_psychosocial__socioeconomic_psychosocial_attribute__average_total_household_income_before_tax__738,all,497408,502505,99.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__demographics_family_history_and_psychosocial__sociodemographics_and_psychosocial__socioeconomic_psychosocial_attribute__average_total_household_income_before_tax__738,0,496492,502505,98.8%
eye_kidney_ukb42408,eye_kidney_ukb42408__demographics_family_history_and_psychosocial__sociodemographics_and_psychosocial__socioeconomic_psychosocial_attribute__average_total_household_income_before_tax__738,1,20311,502505,4.0%
eye_kidney_ukb42408,eye_kidney_ukb42408__demographics_family_history_and_psychosocial__sociodemographics_and_psychosocial__socioeconomic_psychosocial_attribute__average_total_household_income_before_tax__738,2,48579,502505,9.7%
eye_kidney_ukb42408,eye_kidney_ukb42408__demographics_family_history_and_psychosocial__sociodemographics_and_psychosocial__socioeconomic_psychosocial_attribute__average_total_household_income_before_tax__738,3,3197,502505,0.6%
eye_kidney_ukb42408,eye_kidney_ukb42408__demographics_family_history_and_psychosocial__sociodemographics_and_psychosocial__socioeconomic_psychosocial_attribute__current_employment_status__6142,all,501651,502505,99.8%
eye_kidney_ukb42408,eye_kidney_ukb42408__demographics_family_history_and_psychosocial__sociodemographics_and_psychosocial__socioeconomic_psychosocial_attribute__current_employment_status__6142,0,501634,502505,99.8%
eye_kidney_ukb42408,eye_kidney_ukb42408__demographics_family_history_and_psychosocial__sociodemographics_and_psychosocial__socioeconomic_psychosocial_attribute__current_employment_status__6142,1,20336,502505,4.0%
