source_id,group_id,instance,participant_count,source_participant_count,source_percent
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_grey_matter_in_x_cerebellum_vermis__25919,3,1503,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_hippocampus_left__25019,all,39755,502505,7.9%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_hippocampus_left__25019,2,39679,502505,7.9%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_hippocampus_left__25019,3,1503,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_hippocampus_right__25020,all,39755,502505,7.9%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_hippocampus_right__25020,2,39679,502505,7.9%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_hippocampus_right__25020,3,1503,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_pallidum_left__25017,all,39755,502505,7.9%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_pallidum_left__25017,2,39679,502505,7.9%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_pallidum_left__25017,3,1503,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_pallidum_right__25018,all,39755,502505,7.9%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_pallidum_right__25018,2,39679,502505,7.9%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_pallidum_right__25018,3,1503,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_peripheral_cortical_grey_matter__25002,all,39772,502505,7.9%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_peripheral_cortical_grey_matter__25002,2,39696,502505,7.9%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_peripheral_cortical_grey_matter__25002,3,1503,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_peripheral_cortical_grey_matter_normalised_for_head_size__25001,all,39772,502505,7.9%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_peripheral_cortical_grey_matter_normalised_for_head_size__25001,2,39696,502505,7.9%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_peripheral_cortical_grey_matter_normalised_for_head_size__25001,3,1503,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_putamen_left__25015,all,39755,502505,7.9%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_putamen_left__25015,2,39679,502505,7.9%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_putamen_left__25015,3,1503,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_putamen_right__25016,all,39755,502505,7.9%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_putamen_right__25016,2,39679,502505,7.9%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_putamen_right__25016,3,1503,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_thalamus_left__25011,all,39755,502505,7.9%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_thalamus_left__25011,2,39679,502505,7.9%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_thalamus_left__25011,3,1503,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_thalamus_right__25012,all,39755,502505,7.9%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_thalamus_right__25012,2,39679,502505,7.9%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_thalamus_right__25012,3,1503,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_ventricular_cerebrospinal_fluid__25004,all,39772,502505,7.9%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_ventricular_cerebrospinal_fluid__25004,2,39696,502505,7.9%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_ventricular_cerebrospinal_fluid__25004,3,1503,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_ventricular_cerebrospinal_fluid_normalised_for_head_size__25003,all,39772,502505,7.9%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_ventricular_cerebrospinal_fluid_normalised_for_head_size__25003,2,39696,502505,7.9%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_ventricular_cerebrospinal_fluid_normalised_for_head_size__25003,3,1503,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_white_matter__25008,all,39772,502505,7.9%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_white_matter__25008,2,39696,502505,7.9%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_white_matter__25008,3,1503,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_white_matter_normalised_for_head_size__25007,all,39772,502505,7.9%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_white_matter_normalised_for_head_size__25007,2,39696,502505,7.9%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volume_of_white_matter_normalised_for_head_size__25007,3,1503,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volumetric_scaling_from_t1_head_image_to_standard_space__25000,all,39772,502505,7.9%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volumetric_scaling_from_t1_head_image_to_standard_space__25000,2,39696,502505,7.9%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__volumetric_scaling_from_t1_head_image_to_standard_space__25000,3,1503,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__90th_percentile_of_bold_effect_in_group_defined_amygdala_activation_mask_for_faces_shapes_contrast__25767,all,32983,502505,6.6%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__90th_percentile_of_bold_effect_in_group_defined_amygdala_activation_mask_for_faces_shapes_contrast__25767,2,32915,502505,6.6%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__90th_percentile_of_bold_effect_in_group_defined_amygdala_activation_mask_for_faces_shapes_contrast__25767,3,1362,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__90th_percentile_of_bold_effect_in_group_defined_mask_for_faces_activation__25763,all,32983,502505,6.6%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__90th_percentile_of_bold_effect_in_group_defined_mask_for_faces_activation__25763,2,32915,502505,6.6%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__90th_percentile_of_bold_effect_in_group_defined_mask_for_faces_activation__25763,3,1362,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__90th_percentile_of_bold_effect_in_group_defined_mask_for_faces_shapes_contrast__25765,all,32983,502505,6.6%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__90th_percentile_of_bold_effect_in_group_defined_mask_for_faces_shapes_contrast__25765,2,32915,502505,6.6%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__90th_percentile_of_bold_effect_in_group_defined_mask_for_faces_shapes_contrast__25765,3,1362,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__90th_percentile_of_z_statistic_in_group_defined_amygdala_activation_mask_for_faces_shapes_contrast__25768,all,32983,502505,6.6%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__90th_percentile_of_z_statistic_in_group_defined_amygdala_activation_mask_for_faces_shapes_contrast__25768,2,32915,502505,6.6%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__90th_percentile_of_z_statistic_in_group_defined_amygdala_activation_mask_for_faces_shapes_contrast__25768,3,1362,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__90th_percentile_of_z_statistic_in_group_defined_mask_for_faces_activation__25764,all,32983,502505,6.6%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__90th_percentile_of_z_statistic_in_group_defined_mask_for_faces_activation__25764,2,32915,502505,6.6%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__90th_percentile_of_z_statistic_in_group_defined_mask_for_faces_activation__25764,3,1362,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__90th_percentile_of_z_statistic_in_group_defined_mask_for_faces_shapes_contrast__25766,all,32983,502505,6.6%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__90th_percentile_of_z_statistic_in_group_defined_mask_for_faces_shapes_contrast__25766,2,32915,502505,6.6%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__90th_percentile_of_z_statistic_in_group_defined_mask_for_faces_shapes_contrast__25766,3,1362,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_anterior_corona_radiata_on_fa_skeleton_left__25079,all,37519,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_anterior_corona_radiata_on_fa_skeleton_left__25079,2,37441,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_anterior_corona_radiata_on_fa_skeleton_left__25079,3,1494,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_anterior_corona_radiata_on_fa_skeleton_right__25078,all,37519,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_anterior_corona_radiata_on_fa_skeleton_right__25078,2,37441,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_anterior_corona_radiata_on_fa_skeleton_right__25078,3,1494,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_anterior_limb_of_internal_capsule_on_fa_skeleton_left__25073,all,37519,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_anterior_limb_of_internal_capsule_on_fa_skeleton_left__25073,2,37441,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_anterior_limb_of_internal_capsule_on_fa_skeleton_left__25073,3,1494,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_anterior_limb_of_internal_capsule_on_fa_skeleton_right__25072,all,37519,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_anterior_limb_of_internal_capsule_on_fa_skeleton_right__25072,2,37441,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_anterior_limb_of_internal_capsule_on_fa_skeleton_right__25072,3,1494,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_body_of_corpus_callosum_on_fa_skeleton__25059,all,37519,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_body_of_corpus_callosum_on_fa_skeleton__25059,2,37441,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_body_of_corpus_callosum_on_fa_skeleton__25059,3,1494,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_cerebral_peduncle_on_fa_skeleton_left__25071,all,37519,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_cerebral_peduncle_on_fa_skeleton_left__25071,2,37441,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_cerebral_peduncle_on_fa_skeleton_left__25071,3,1494,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_cerebral_peduncle_on_fa_skeleton_right__25070,all,37519,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_cerebral_peduncle_on_fa_skeleton_right__25070,2,37441,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_cerebral_peduncle_on_fa_skeleton_right__25070,3,1494,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_cingulum_cingulate_gyrus_on_fa_skeleton_left__25091,all,37519,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_cingulum_cingulate_gyrus_on_fa_skeleton_left__25091,2,37441,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_cingulum_cingulate_gyrus_on_fa_skeleton_left__25091,3,1494,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_cingulum_cingulate_gyrus_on_fa_skeleton_right__25090,all,37519,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_cingulum_cingulate_gyrus_on_fa_skeleton_right__25090,2,37441,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_cingulum_cingulate_gyrus_on_fa_skeleton_right__25090,3,1494,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_cingulum_hippocampus_on_fa_skeleton_left__25093,all,37519,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_cingulum_hippocampus_on_fa_skeleton_left__25093,2,37441,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_cingulum_hippocampus_on_fa_skeleton_left__25093,3,1494,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_cingulum_hippocampus_on_fa_skeleton_right__25092,all,37519,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_cingulum_hippocampus_on_fa_skeleton_right__25092,2,37441,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_cingulum_hippocampus_on_fa_skeleton_right__25092,3,1494,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_corticospinal_tract_on_fa_skeleton_left__25063,all,37519,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_corticospinal_tract_on_fa_skeleton_left__25063,2,37441,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_corticospinal_tract_on_fa_skeleton_left__25063,3,1494,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_corticospinal_tract_on_fa_skeleton_right__25062,all,37519,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_corticospinal_tract_on_fa_skeleton_right__25062,2,37441,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_corticospinal_tract_on_fa_skeleton_right__25062,3,1494,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_external_capsule_on_fa_skeleton_left__25089,all,37519,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_external_capsule_on_fa_skeleton_left__25089,2,37441,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_external_capsule_on_fa_skeleton_left__25089,3,1494,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_external_capsule_on_fa_skeleton_right__25088,all,37519,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_external_capsule_on_fa_skeleton_right__25088,2,37441,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_external_capsule_on_fa_skeleton_right__25088,3,1494,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_fornix_cres_stria_terminalis_on_fa_skeleton_left__25095,all,37519,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_fornix_cres_stria_terminalis_on_fa_skeleton_left__25095,2,37441,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_fornix_cres_stria_terminalis_on_fa_skeleton_left__25095,3,1494,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_fornix_cres_stria_terminalis_on_fa_skeleton_right__25094,all,37519,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_fornix_cres_stria_terminalis_on_fa_skeleton_right__25094,2,37441,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_fornix_cres_stria_terminalis_on_fa_skeleton_right__25094,3,1494,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_fornix_on_fa_skeleton__25061,all,37519,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_fornix_on_fa_skeleton__25061,2,37441,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_fornix_on_fa_skeleton__25061,3,1494,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_genu_of_corpus_callosum_on_fa_skeleton__25058,all,37519,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_genu_of_corpus_callosum_on_fa_skeleton__25058,2,37441,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_genu_of_corpus_callosum_on_fa_skeleton__25058,3,1494,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_inferior_cerebellar_peduncle_on_fa_skeleton_left__25067,all,37519,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_inferior_cerebellar_peduncle_on_fa_skeleton_left__25067,2,37441,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_inferior_cerebellar_peduncle_on_fa_skeleton_left__25067,3,1494,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_inferior_cerebellar_peduncle_on_fa_skeleton_right__25066,all,37519,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_inferior_cerebellar_peduncle_on_fa_skeleton_right__25066,2,37441,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_inferior_cerebellar_peduncle_on_fa_skeleton_right__25066,3,1494,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_medial_lemniscus_on_fa_skeleton_left__25065,all,37519,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_medial_lemniscus_on_fa_skeleton_left__25065,2,37441,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_medial_lemniscus_on_fa_skeleton_left__25065,3,1494,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_medial_lemniscus_on_fa_skeleton_right__25064,all,37519,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_medial_lemniscus_on_fa_skeleton_right__25064,2,37441,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_medial_lemniscus_on_fa_skeleton_right__25064,3,1494,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_middle_cerebellar_peduncle_on_fa_skeleton__25056,all,37519,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_middle_cerebellar_peduncle_on_fa_skeleton__25056,2,37441,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_middle_cerebellar_peduncle_on_fa_skeleton__25056,3,1494,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_pontine_crossing_tract_on_fa_skeleton__25057,all,37519,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_pontine_crossing_tract_on_fa_skeleton__25057,2,37441,502505,7.5%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_pontine_crossing_tract_on_fa_skeleton__25057,3,1494,502505,0.3%
eye_brain_ukb42577,eye_brain_ukb42577__imaging__brain_mri_derived_phenotypes__derived_mri_scalar_feature__mean_fa_in_posterior_corona_radiata_on_fa_skeleton_left__25083,all,37519,502505,7.5%
