source_id,source_label,profile_type,group_variable,group_value,group_value_label,theme,participant_count,with_data_count,missing_count,present_percent
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11014,Sheffield,Derived clinical biomarkers,30385,30385,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11014,Sheffield,Metabolomic biomarkers,30385,7241,23144,23.8%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11014,Sheffield,Unverified local z-scores,30385,7241,23144,23.8%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11014,Sheffield,Vision / ophthalmic measurements,30385,30361,24,99.9%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11016,Liverpool,Biochemistry biomarkers,32811,32720,91,99.7%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11016,Liverpool,Derived clinical biomarkers,32811,32811,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11016,Liverpool,Metabolomic biomarkers,32811,7902,24909,24.1%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11016,Liverpool,Unverified local z-scores,32811,7902,24909,24.1%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11016,Liverpool,Vision / ophthalmic measurements,32811,32785,26,99.9%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11017,Middlesborough,Biochemistry biomarkers,21286,21198,88,99.6%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11017,Middlesborough,Derived clinical biomarkers,21286,21286,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11017,Middlesborough,Metabolomic biomarkers,21286,4066,17220,19.1%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11017,Middlesborough,Unverified local z-scores,21286,4066,17220,19.1%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11017,Middlesborough,Vision / ophthalmic measurements,21286,21271,15,99.9%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11018,Hounslow,Biochemistry biomarkers,28872,28715,157,99.5%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11018,Hounslow,Derived clinical biomarkers,28872,28872,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11018,Hounslow,Metabolomic biomarkers,28872,5987,22885,20.7%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11018,Hounslow,Unverified local z-scores,28872,5987,22885,20.7%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11018,Hounslow,Vision / ophthalmic measurements,28872,28805,67,99.8%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11020,Croydon,Biochemistry biomarkers,27376,27236,140,99.5%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11020,Croydon,Derived clinical biomarkers,27376,27376,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11020,Croydon,Metabolomic biomarkers,27376,5547,21829,20.3%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11020,Croydon,Unverified local z-scores,27376,5547,21829,20.3%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11020,Croydon,Vision / ophthalmic measurements,27376,27345,31,99.9%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11021,Birmingham,Biochemistry biomarkers,25498,25349,149,99.4%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11021,Birmingham,Derived clinical biomarkers,25498,25498,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11021,Birmingham,Metabolomic biomarkers,25498,4946,20552,19.4%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11021,Birmingham,Unverified local z-scores,25498,4946,20552,19.4%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11021,Birmingham,Vision / ophthalmic measurements,25498,25463,35,99.9%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11022,Swansea,Biochemistry biomarkers,2281,2255,26,98.9%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11022,Swansea,Derived clinical biomarkers,2281,2281,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11022,Swansea,Metabolomic biomarkers,2281,353,1928,15.5%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11022,Swansea,Unverified local z-scores,2281,353,1928,15.5%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11022,Swansea,Vision / ophthalmic measurements,2281,2271,10,99.6%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11023,Wrexham,Biochemistry biomarkers,649,645,4,99.4%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11023,Wrexham,Derived clinical biomarkers,649,649,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11023,Wrexham,Metabolomic biomarkers,649,100,549,15.4%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11023,Wrexham,Unverified local z-scores,649,100,549,15.4%
metabolite_csv,METABOLITE.csv,theme_missingness,assessment_center,11023,Wrexham,Vision / ophthalmic measurements,649,649,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,-1,Do not know,Biochemistry biomarkers,217,213,4,98.2%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,-1,Do not know,Derived clinical biomarkers,217,217,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,-1,Do not know,Metabolomic biomarkers,217,47,170,21.7%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,-1,Do not know,Unverified local z-scores,217,47,170,21.7%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,-1,Do not know,Vision / ophthalmic measurements,217,216,1,99.5%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,-3,Prefer not to answer,Biochemistry biomarkers,1661,1627,34,98.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,-3,Prefer not to answer,Derived clinical biomarkers,1661,1661,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,-3,Prefer not to answer,Metabolomic biomarkers,1661,364,1297,21.9%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,-3,Prefer not to answer,Unverified local z-scores,1661,364,1297,21.9%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,-3,Prefer not to answer,Vision / ophthalmic measurements,1661,1661,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,1,White,Biochemistry biomarkers,570,561,9,98.4%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,1,White,Derived clinical biomarkers,570,570,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,1,White,Metabolomic biomarkers,570,117,453,20.5%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,1,White,Unverified local z-scores,570,117,453,20.5%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,1,White,Vision / ophthalmic measurements,570,570,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,1001,British,Biochemistry biomarkers,442560,439742,2818,99.4%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,1001,British,Derived clinical biomarkers,442560,442560,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,1001,British,Metabolomic biomarkers,442560,97879,344681,22.1%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,1001,British,Unverified local z-scores,442560,97879,344681,22.1%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,1001,British,Vision / ophthalmic measurements,442560,442550,10,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,1002,Irish,Biochemistry biomarkers,13207,13063,144,98.9%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,1002,Irish,Derived clinical biomarkers,13207,13207,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,1002,Irish,Metabolomic biomarkers,13207,2886,10321,21.9%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,1002,Irish,Unverified local z-scores,13207,2886,10321,21.9%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,1002,Irish,Vision / ophthalmic measurements,13207,13206,1,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,1003,Any other white background,Biochemistry biomarkers,16331,16217,114,99.3%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,1003,Any other white background,Derived clinical biomarkers,16331,16331,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,1003,Any other white background,Metabolomic biomarkers,16331,3578,12753,21.9%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,1003,Any other white background,Unverified local z-scores,16331,3578,12753,21.9%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,1003,Any other white background,Vision / ophthalmic measurements,16331,16331,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,2,Mixed,Biochemistry biomarkers,49,48,1,98.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,2,Mixed,Derived clinical biomarkers,49,49,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,2,Mixed,Metabolomic biomarkers,49,7,42,14.3%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,2,Mixed,Unverified local z-scores,49,7,42,14.3%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,2,Mixed,Vision / ophthalmic measurements,49,49,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,2001,White and Black Caribbean,Biochemistry biomarkers,620,614,6,99.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,2001,White and Black Caribbean,Derived clinical biomarkers,620,620,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,2001,White and Black Caribbean,Metabolomic biomarkers,620,127,493,20.5%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,2001,White and Black Caribbean,Unverified local z-scores,620,127,493,20.5%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,2001,White and Black Caribbean,Vision / ophthalmic measurements,620,620,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,2002,White and Black African,Biochemistry biomarkers,425,419,6,98.6%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,2002,White and Black African,Derived clinical biomarkers,425,425,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,2002,White and Black African,Metabolomic biomarkers,425,93,332,21.9%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,2002,White and Black African,Unverified local z-scores,425,93,332,21.9%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,2002,White and Black African,Vision / ophthalmic measurements,425,425,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,2003,White and Asian,Biochemistry biomarkers,831,824,7,99.2%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,2003,White and Asian,Derived clinical biomarkers,831,831,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,2003,White and Asian,Metabolomic biomarkers,831,179,652,21.5%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,2003,White and Asian,Unverified local z-scores,831,179,652,21.5%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,2003,White and Asian,Vision / ophthalmic measurements,831,831,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,2004,Any other mixed background,Biochemistry biomarkers,1033,1025,8,99.2%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,2004,Any other mixed background,Derived clinical biomarkers,1033,1033,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,2004,Any other mixed background,Metabolomic biomarkers,1033,218,815,21.1%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,2004,Any other mixed background,Unverified local z-scores,1033,218,815,21.1%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,2004,Any other mixed background,Vision / ophthalmic measurements,1033,1033,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,3,Asian or Asian British,Biochemistry biomarkers,43,43,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,3,Asian or Asian British,Derived clinical biomarkers,43,43,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,3,Asian or Asian British,Metabolomic biomarkers,43,11,32,25.6%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,3,Asian or Asian British,Unverified local z-scores,43,11,32,25.6%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,3,Asian or Asian British,Vision / ophthalmic measurements,43,43,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,3001,Indian,Biochemistry biomarkers,5951,5893,58,99.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,3001,Indian,Derived clinical biomarkers,5951,5951,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,3001,Indian,Metabolomic biomarkers,5951,1279,4672,21.5%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,3001,Indian,Unverified local z-scores,5951,1279,4672,21.5%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,3001,Indian,Vision / ophthalmic measurements,5951,5950,1,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,3002,Pakistani,Biochemistry biomarkers,1836,1799,37,98.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,3002,Pakistani,Derived clinical biomarkers,1836,1836,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,3002,Pakistani,Metabolomic biomarkers,1836,403,1433,21.9%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,3002,Pakistani,Unverified local z-scores,1836,403,1433,21.9%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,3002,Pakistani,Vision / ophthalmic measurements,1836,1832,4,99.8%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,3003,Bangladeshi,Biochemistry biomarkers,236,230,6,97.5%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,3003,Bangladeshi,Derived clinical biomarkers,236,236,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,3003,Bangladeshi,Metabolomic biomarkers,236,56,180,23.7%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,3003,Bangladeshi,Unverified local z-scores,236,56,180,23.7%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,3003,Bangladeshi,Vision / ophthalmic measurements,236,236,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,3004,Any other Asian background,Biochemistry biomarkers,1815,1797,18,99.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,3004,Any other Asian background,Derived clinical biomarkers,1815,1815,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,3004,Any other Asian background,Metabolomic biomarkers,1815,406,1409,22.4%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,3004,Any other Asian background,Unverified local z-scores,1815,406,1409,22.4%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,3004,Any other Asian background,Vision / ophthalmic measurements,1815,1815,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,4,Black or Black British,Biochemistry biomarkers,27,27,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,4,Black or Black British,Derived clinical biomarkers,27,27,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,4,Black or Black British,Metabolomic biomarkers,27,6,21,22.2%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,4,Black or Black British,Unverified local z-scores,27,6,21,22.2%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,4,Black or Black British,Vision / ophthalmic measurements,27,27,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,4001,Caribbean,Biochemistry biomarkers,4516,4482,34,99.2%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,4001,Caribbean,Derived clinical biomarkers,4516,4516,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,4001,Caribbean,Metabolomic biomarkers,4516,937,3579,20.7%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,4001,Caribbean,Unverified local z-scores,4516,937,3579,20.7%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,4001,Caribbean,Vision / ophthalmic measurements,4516,4516,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,4002,African,Biochemistry biomarkers,3394,3366,28,99.2%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,4002,African,Derived clinical biomarkers,3394,3394,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,4002,African,Metabolomic biomarkers,3394,710,2684,20.9%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,4002,African,Unverified local z-scores,3394,710,2684,20.9%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,4002,African,Vision / ophthalmic measurements,3394,3391,3,99.9%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,4003,Any other Black background,Biochemistry biomarkers,123,122,1,99.2%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,4003,Any other Black background,Derived clinical biomarkers,123,123,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,4003,Any other Black background,Metabolomic biomarkers,123,18,105,14.6%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,4003,Any other Black background,Unverified local z-scores,123,18,105,14.6%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,4003,Any other Black background,Vision / ophthalmic measurements,123,123,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,5,Chinese,Biochemistry biomarkers,1574,1553,21,98.7%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,5,Chinese,Derived clinical biomarkers,1574,1574,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,5,Chinese,Metabolomic biomarkers,1574,321,1253,20.4%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,5,Chinese,Unverified local z-scores,1574,321,1253,20.4%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,5,Chinese,Vision / ophthalmic measurements,1574,1573,1,99.9%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,6,Other ethnic group,Biochemistry biomarkers,4558,4509,49,98.9%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,6,Other ethnic group,Derived clinical biomarkers,4558,4558,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,6,Other ethnic group,Metabolomic biomarkers,4558,980,3578,21.5%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,6,Other ethnic group,Unverified local z-scores,4558,980,3578,21.5%
metabolite_csv,METABOLITE.csv,theme_missingness,ethnicity,6,Other ethnic group,Vision / ophthalmic measurements,4558,4558,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,sex,0,Female,Biochemistry biomarkers,273365,271394,1971,99.3%
metabolite_csv,METABOLITE.csv,theme_missingness,sex,0,Female,Derived clinical biomarkers,273365,273365,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,sex,0,Female,Metabolomic biomarkers,273365,59519,213846,21.8%
metabolite_csv,METABOLITE.csv,theme_missingness,sex,0,Female,Unverified local z-scores,273365,59519,213846,21.8%
metabolite_csv,METABOLITE.csv,theme_missingness,sex,0,Female,Vision / ophthalmic measurements,273365,273044,321,99.9%
metabolite_csv,METABOLITE.csv,theme_missingness,sex,1,Male,Biochemistry biomarkers,229110,227326,1784,99.2%
metabolite_csv,METABOLITE.csv,theme_missingness,sex,1,Male,Derived clinical biomarkers,229110,229110,0,100.0%
metabolite_csv,METABOLITE.csv,theme_missingness,sex,1,Male,Metabolomic biomarkers,229110,51211,177899,22.4%
metabolite_csv,METABOLITE.csv,theme_missingness,sex,1,Male,Unverified local z-scores,229110,51211,177899,22.4%
metabolite_csv,METABOLITE.csv,theme_missingness,sex,1,Male,Vision / ophthalmic measurements,229110,228783,327,99.9%
metabolite_csv,METABOLITE.csv,participant_theme_burden,theme_count,1,1,All profiled themes,359,359,,0.1%
metabolite_csv,METABOLITE.csv,participant_theme_burden,theme_count,2,2,All profiled themes,3623,3623,,0.7%
metabolite_csv,METABOLITE.csv,participant_theme_burden,theme_count,3,3,All profiled themes,387764,387764,,77.2%
metabolite_csv,METABOLITE.csv,participant_theme_burden,theme_count,4,4,All profiled themes,64,64,,0.0%
metabolite_csv,METABOLITE.csv,participant_theme_burden,theme_count,5,5,All profiled themes,110666,110666,,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Aortic aneurysm curated outcome variable (aaa_2104),not_positive,not_positive,Biochemistry biomarkers,498803,495088,3715,99.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Aortic aneurysm curated outcome variable (aaa_2104),not_positive,not_positive,Derived clinical biomarkers,498803,498803,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Aortic aneurysm curated outcome variable (aaa_2104),not_positive,not_positive,Metabolomic biomarkers,498803,109912,388891,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Aortic aneurysm curated outcome variable (aaa_2104),not_positive,not_positive,Unverified local z-scores,498803,109912,388891,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Aortic aneurysm curated outcome variable (aaa_2104),not_positive,not_positive,Vision / ophthalmic measurements,498803,498158,645,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Aortic aneurysm curated outcome variable (aaa_2104),positive,positive,Biochemistry biomarkers,3673,3632,41,98.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Aortic aneurysm curated outcome variable (aaa_2104),positive,positive,Derived clinical biomarkers,3673,3673,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Aortic aneurysm curated outcome variable (aaa_2104),positive,positive,Metabolomic biomarkers,3673,818,2855,22.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Aortic aneurysm curated outcome variable (aaa_2104),positive,positive,Unverified local z-scores,3673,818,2855,22.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Aortic aneurysm curated outcome variable (aaa_2104),positive,positive,Vision / ophthalmic measurements,3673,3669,4,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Atrial fibrillation curated outcome variable (cvd_af_2104),not_positive,not_positive,Biochemistry biomarkers,468661,465233,3428,99.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Atrial fibrillation curated outcome variable (cvd_af_2104),not_positive,not_positive,Derived clinical biomarkers,468661,468661,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Atrial fibrillation curated outcome variable (cvd_af_2104),not_positive,not_positive,Metabolomic biomarkers,468661,103259,365402,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Atrial fibrillation curated outcome variable (cvd_af_2104),not_positive,not_positive,Unverified local z-scores,468661,103259,365402,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Atrial fibrillation curated outcome variable (cvd_af_2104),not_positive,not_positive,Vision / ophthalmic measurements,468661,468058,603,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Atrial fibrillation curated outcome variable (cvd_af_2104),positive,positive,Biochemistry biomarkers,33815,33487,328,99.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Atrial fibrillation curated outcome variable (cvd_af_2104),positive,positive,Derived clinical biomarkers,33815,33815,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Atrial fibrillation curated outcome variable (cvd_af_2104),positive,positive,Metabolomic biomarkers,33815,7471,26344,22.1%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Atrial fibrillation curated outcome variable (cvd_af_2104),positive,positive,Unverified local z-scores,33815,7471,26344,22.1%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Atrial fibrillation curated outcome variable (cvd_af_2104),positive,positive,Vision / ophthalmic measurements,33815,33769,46,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Atrial fibrillation curated outcome variable (incident_cvd_af_2104),not_positive,not_positive,Biochemistry biomarkers,475079,471604,3475,99.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Atrial fibrillation curated outcome variable (incident_cvd_af_2104),not_positive,not_positive,Derived clinical biomarkers,475079,475079,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Atrial fibrillation curated outcome variable (incident_cvd_af_2104),not_positive,not_positive,Metabolomic biomarkers,475079,104654,370425,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Atrial fibrillation curated outcome variable (incident_cvd_af_2104),not_positive,not_positive,Unverified local z-scores,475079,104654,370425,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Atrial fibrillation curated outcome variable (incident_cvd_af_2104),not_positive,not_positive,Vision / ophthalmic measurements,475079,474465,614,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Atrial fibrillation curated outcome variable (incident_cvd_af_2104),positive,positive,Biochemistry biomarkers,27397,27116,281,99.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Atrial fibrillation curated outcome variable (incident_cvd_af_2104),positive,positive,Derived clinical biomarkers,27397,27397,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Atrial fibrillation curated outcome variable (incident_cvd_af_2104),positive,positive,Metabolomic biomarkers,27397,6076,21321,22.2%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Atrial fibrillation curated outcome variable (incident_cvd_af_2104),positive,positive,Unverified local z-scores,27397,6076,21321,22.2%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Atrial fibrillation curated outcome variable (incident_cvd_af_2104),positive,positive,Vision / ophthalmic measurements,27397,27362,35,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Atrial fibrillation curated outcome variable (prior_cvd_af_2104),not_positive,not_positive,Biochemistry biomarkers,496058,492349,3709,99.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Atrial fibrillation curated outcome variable (prior_cvd_af_2104),not_positive,not_positive,Derived clinical biomarkers,496058,496058,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Atrial fibrillation curated outcome variable (prior_cvd_af_2104),not_positive,not_positive,Metabolomic biomarkers,496058,109335,386723,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Atrial fibrillation curated outcome variable (prior_cvd_af_2104),not_positive,not_positive,Unverified local z-scores,496058,109335,386723,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Atrial fibrillation curated outcome variable (prior_cvd_af_2104),not_positive,not_positive,Vision / ophthalmic measurements,496058,495420,638,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Atrial fibrillation curated outcome variable (prior_cvd_af_2104),positive,positive,Biochemistry biomarkers,6418,6371,47,99.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Atrial fibrillation curated outcome variable (prior_cvd_af_2104),positive,positive,Derived clinical biomarkers,6418,6418,0,100.0%
