source_id,source_label,profile_type,group_variable,group_value,group_value_label,theme,participant_count,with_data_count,missing_count,present_percent
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Atrial fibrillation curated outcome variable (prior_cvd_af_2104),positive,positive,Metabolomic biomarkers,6418,1395,5023,21.7%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Atrial fibrillation curated outcome variable (prior_cvd_af_2104),positive,positive,Unverified local z-scores,6418,1395,5023,21.7%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Atrial fibrillation curated outcome variable (prior_cvd_af_2104),positive,positive,Vision / ophthalmic measurements,6418,6407,11,99.8%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Bone / fracture curated outcome variable (fracture_2104),not_positive,not_positive,Biochemistry biomarkers,461941,458589,3352,99.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Bone / fracture curated outcome variable (fracture_2104),not_positive,not_positive,Derived clinical biomarkers,461941,461941,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Bone / fracture curated outcome variable (fracture_2104),not_positive,not_positive,Metabolomic biomarkers,461941,102097,359844,22.1%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Bone / fracture curated outcome variable (fracture_2104),not_positive,not_positive,Unverified local z-scores,461941,102097,359844,22.1%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Bone / fracture curated outcome variable (fracture_2104),not_positive,not_positive,Vision / ophthalmic measurements,461941,461361,580,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Bone / fracture curated outcome variable (fracture_2104),positive,positive,Biochemistry biomarkers,40535,40131,404,99.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Bone / fracture curated outcome variable (fracture_2104),positive,positive,Derived clinical biomarkers,40535,40535,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Bone / fracture curated outcome variable (fracture_2104),positive,positive,Metabolomic biomarkers,40535,8633,31902,21.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Bone / fracture curated outcome variable (fracture_2104),positive,positive,Unverified local z-scores,40535,8633,31902,21.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Bone / fracture curated outcome variable (fracture_2104),positive,positive,Vision / ophthalmic measurements,40535,40466,69,99.8%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:CKD / kidney function curated outcome variable (incident_renal_disease_2104),not_positive,not_positive,Biochemistry biomarkers,463999,460622,3377,99.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:CKD / kidney function curated outcome variable (incident_renal_disease_2104),not_positive,not_positive,Derived clinical biomarkers,463999,463999,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:CKD / kidney function curated outcome variable (incident_renal_disease_2104),not_positive,not_positive,Metabolomic biomarkers,463999,102240,361759,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:CKD / kidney function curated outcome variable (incident_renal_disease_2104),not_positive,not_positive,Unverified local z-scores,463999,102240,361759,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:CKD / kidney function curated outcome variable (incident_renal_disease_2104),not_positive,not_positive,Vision / ophthalmic measurements,463999,463417,582,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:CKD / kidney function curated outcome variable (incident_renal_disease_2104),positive,positive,Biochemistry biomarkers,38477,38098,379,99.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:CKD / kidney function curated outcome variable (incident_renal_disease_2104),positive,positive,Derived clinical biomarkers,38477,38477,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:CKD / kidney function curated outcome variable (incident_renal_disease_2104),positive,positive,Metabolomic biomarkers,38477,8490,29987,22.1%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:CKD / kidney function curated outcome variable (incident_renal_disease_2104),positive,positive,Unverified local z-scores,38477,8490,29987,22.1%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:CKD / kidney function curated outcome variable (incident_renal_disease_2104),positive,positive,Vision / ophthalmic measurements,38477,38410,67,99.8%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:CKD / kidney function curated outcome variable (prior_renal_disease_2104),not_positive,not_positive,Biochemistry biomarkers,497347,493625,3722,99.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:CKD / kidney function curated outcome variable (prior_renal_disease_2104),not_positive,not_positive,Derived clinical biomarkers,497347,497347,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:CKD / kidney function curated outcome variable (prior_renal_disease_2104),not_positive,not_positive,Metabolomic biomarkers,497347,109563,387784,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:CKD / kidney function curated outcome variable (prior_renal_disease_2104),not_positive,not_positive,Unverified local z-scores,497347,109563,387784,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:CKD / kidney function curated outcome variable (prior_renal_disease_2104),not_positive,not_positive,Vision / ophthalmic measurements,497347,496706,641,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:CKD / kidney function curated outcome variable (prior_renal_disease_2104),positive,positive,Biochemistry biomarkers,5129,5095,34,99.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:CKD / kidney function curated outcome variable (prior_renal_disease_2104),positive,positive,Derived clinical biomarkers,5129,5129,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:CKD / kidney function curated outcome variable (prior_renal_disease_2104),positive,positive,Metabolomic biomarkers,5129,1167,3962,22.8%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:CKD / kidney function curated outcome variable (prior_renal_disease_2104),positive,positive,Unverified local z-scores,5129,1167,3962,22.8%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:CKD / kidney function curated outcome variable (prior_renal_disease_2104),positive,positive,Vision / ophthalmic measurements,5129,5121,8,99.8%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:CKD / kidney function curated outcome variable (renal_disease_2104),not_positive,not_positive,Biochemistry biomarkers,458870,455527,3343,99.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:CKD / kidney function curated outcome variable (renal_disease_2104),not_positive,not_positive,Derived clinical biomarkers,458870,458870,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:CKD / kidney function curated outcome variable (renal_disease_2104),not_positive,not_positive,Metabolomic biomarkers,458870,101073,357797,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:CKD / kidney function curated outcome variable (renal_disease_2104),not_positive,not_positive,Unverified local z-scores,458870,101073,357797,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:CKD / kidney function curated outcome variable (renal_disease_2104),not_positive,not_positive,Vision / ophthalmic measurements,458870,458296,574,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:CKD / kidney function curated outcome variable (renal_disease_2104),positive,positive,Biochemistry biomarkers,43606,43193,413,99.1%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:CKD / kidney function curated outcome variable (renal_disease_2104),positive,positive,Derived clinical biomarkers,43606,43606,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:CKD / kidney function curated outcome variable (renal_disease_2104),positive,positive,Metabolomic biomarkers,43606,9657,33949,22.1%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:CKD / kidney function curated outcome variable (renal_disease_2104),positive,positive,Unverified local z-scores,43606,9657,33949,22.1%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:CKD / kidney function curated outcome variable (renal_disease_2104),positive,positive,Vision / ophthalmic measurements,43606,43531,75,99.8%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (breastca_2104),not_positive,not_positive,Biochemistry biomarkers,485057,481450,3607,99.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (breastca_2104),not_positive,not_positive,Derived clinical biomarkers,485057,485057,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (breastca_2104),not_positive,not_positive,Metabolomic biomarkers,485057,107070,377987,22.1%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (breastca_2104),not_positive,not_positive,Unverified local z-scores,485057,107070,377987,22.1%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (breastca_2104),not_positive,not_positive,Vision / ophthalmic measurements,485057,484423,634,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (breastca_2104),positive,positive,Biochemistry biomarkers,17419,17270,149,99.1%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (breastca_2104),positive,positive,Derived clinical biomarkers,17419,17419,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (breastca_2104),positive,positive,Metabolomic biomarkers,17419,3660,13759,21.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (breastca_2104),positive,positive,Unverified local z-scores,17419,3660,13759,21.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (breastca_2104),positive,positive,Vision / ophthalmic measurements,17419,17404,15,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (colonca_2104),not_positive,not_positive,Biochemistry biomarkers,496322,492614,3708,99.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (colonca_2104),not_positive,not_positive,Derived clinical biomarkers,496322,496322,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (colonca_2104),not_positive,not_positive,Metabolomic biomarkers,496322,109364,386958,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (colonca_2104),not_positive,not_positive,Unverified local z-scores,496322,109364,386958,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (colonca_2104),not_positive,not_positive,Vision / ophthalmic measurements,496322,495680,642,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (colonca_2104),positive,positive,Biochemistry biomarkers,6154,6106,48,99.2%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (colonca_2104),positive,positive,Derived clinical biomarkers,6154,6154,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (colonca_2104),positive,positive,Metabolomic biomarkers,6154,1366,4788,22.2%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (colonca_2104),positive,positive,Unverified local z-scores,6154,1366,4788,22.2%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (colonca_2104),positive,positive,Vision / ophthalmic measurements,6154,6147,7,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (endomrtlca_2104),not_positive,not_positive,Biochemistry biomarkers,500189,496455,3734,99.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (endomrtlca_2104),not_positive,not_positive,Derived clinical biomarkers,500189,500189,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (endomrtlca_2104),not_positive,not_positive,Metabolomic biomarkers,500189,110220,389969,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (endomrtlca_2104),not_positive,not_positive,Unverified local z-scores,500189,110220,389969,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (endomrtlca_2104),not_positive,not_positive,Vision / ophthalmic measurements,500189,499543,646,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (endomrtlca_2104),positive,positive,Biochemistry biomarkers,2287,2265,22,99.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (endomrtlca_2104),positive,positive,Derived clinical biomarkers,2287,2287,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (endomrtlca_2104),positive,positive,Metabolomic biomarkers,2287,510,1777,22.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (endomrtlca_2104),positive,positive,Unverified local z-scores,2287,510,1777,22.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (endomrtlca_2104),positive,positive,Vision / ophthalmic measurements,2287,2284,3,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (lungca_2104),not_positive,not_positive,Biochemistry biomarkers,497188,493488,3700,99.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (lungca_2104),not_positive,not_positive,Derived clinical biomarkers,497188,497188,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (lungca_2104),not_positive,not_positive,Metabolomic biomarkers,497188,109571,387617,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (lungca_2104),not_positive,not_positive,Unverified local z-scores,497188,109571,387617,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (lungca_2104),not_positive,not_positive,Vision / ophthalmic measurements,497188,496547,641,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (lungca_2104),positive,positive,Biochemistry biomarkers,5288,5232,56,98.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (lungca_2104),positive,positive,Derived clinical biomarkers,5288,5288,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (lungca_2104),positive,positive,Metabolomic biomarkers,5288,1159,4129,21.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (lungca_2104),positive,positive,Unverified local z-scores,5288,1159,4129,21.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (lungca_2104),positive,positive,Vision / ophthalmic measurements,5288,5280,8,99.8%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (oesophagusca_2104),not_positive,not_positive,Biochemistry biomarkers,500876,497138,3738,99.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (oesophagusca_2104),not_positive,not_positive,Derived clinical biomarkers,500876,500876,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (oesophagusca_2104),not_positive,not_positive,Metabolomic biomarkers,500876,110381,390495,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (oesophagusca_2104),not_positive,not_positive,Unverified local z-scores,500876,110381,390495,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (oesophagusca_2104),not_positive,not_positive,Vision / ophthalmic measurements,500876,500230,646,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (oesophagusca_2104),positive,positive,Biochemistry biomarkers,1600,1582,18,98.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (oesophagusca_2104),positive,positive,Derived clinical biomarkers,1600,1600,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (oesophagusca_2104),positive,positive,Metabolomic biomarkers,1600,349,1251,21.8%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (oesophagusca_2104),positive,positive,Unverified local z-scores,1600,349,1251,21.8%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (oesophagusca_2104),positive,positive,Vision / ophthalmic measurements,1600,1597,3,99.8%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (ovarianca_2104),not_positive,not_positive,Biochemistry biomarkers,500547,496810,3737,99.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (ovarianca_2104),not_positive,not_positive,Derived clinical biomarkers,500547,500547,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (ovarianca_2104),not_positive,not_positive,Metabolomic biomarkers,500547,110322,390225,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (ovarianca_2104),not_positive,not_positive,Unverified local z-scores,500547,110322,390225,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (ovarianca_2104),not_positive,not_positive,Vision / ophthalmic measurements,500547,499899,648,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (ovarianca_2104),positive,positive,Biochemistry biomarkers,1929,1910,19,99.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (ovarianca_2104),positive,positive,Derived clinical biomarkers,1929,1929,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (ovarianca_2104),positive,positive,Metabolomic biomarkers,1929,408,1521,21.2%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (ovarianca_2104),positive,positive,Unverified local z-scores,1929,408,1521,21.2%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (ovarianca_2104),positive,positive,Vision / ophthalmic measurements,1929,1928,1,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (prostateca_2104),not_positive,not_positive,Biochemistry biomarkers,489543,485899,3644,99.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (prostateca_2104),not_positive,not_positive,Derived clinical biomarkers,489543,489543,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (prostateca_2104),not_positive,not_positive,Metabolomic biomarkers,489543,107832,381711,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (prostateca_2104),not_positive,not_positive,Unverified local z-scores,489543,107832,381711,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (prostateca_2104),not_positive,not_positive,Vision / ophthalmic measurements,489543,488911,632,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (prostateca_2104),positive,positive,Biochemistry biomarkers,12933,12821,112,99.1%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (prostateca_2104),positive,positive,Derived clinical biomarkers,12933,12933,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (prostateca_2104),positive,positive,Metabolomic biomarkers,12933,2898,10035,22.4%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (prostateca_2104),positive,positive,Unverified local z-scores,12933,2898,10035,22.4%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (prostateca_2104),positive,positive,Vision / ophthalmic measurements,12933,12916,17,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (rectalca_2104),not_positive,not_positive,Biochemistry biomarkers,498750,495024,3726,99.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (rectalca_2104),not_positive,not_positive,Derived clinical biomarkers,498750,498750,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (rectalca_2104),not_positive,not_positive,Metabolomic biomarkers,498750,109945,388805,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (rectalca_2104),not_positive,not_positive,Unverified local z-scores,498750,109945,388805,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (rectalca_2104),not_positive,not_positive,Vision / ophthalmic measurements,498750,498107,643,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (rectalca_2104),positive,positive,Biochemistry biomarkers,3726,3696,30,99.2%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (rectalca_2104),positive,positive,Derived clinical biomarkers,3726,3726,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (rectalca_2104),positive,positive,Metabolomic biomarkers,3726,785,2941,21.1%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (rectalca_2104),positive,positive,Unverified local z-scores,3726,785,2941,21.1%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (rectalca_2104),positive,positive,Vision / ophthalmic measurements,3726,3720,6,99.8%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (skinca_2104),not_positive,not_positive,Biochemistry biomarkers,479573,475965,3608,99.2%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (skinca_2104),not_positive,not_positive,Derived clinical biomarkers,479573,479573,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (skinca_2104),not_positive,not_positive,Metabolomic biomarkers,479573,105697,373876,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (skinca_2104),not_positive,not_positive,Unverified local z-scores,479573,105697,373876,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (skinca_2104),not_positive,not_positive,Vision / ophthalmic measurements,479573,478941,632,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (skinca_2104),positive,positive,Biochemistry biomarkers,22903,22755,148,99.4%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (skinca_2104),positive,positive,Derived clinical biomarkers,22903,22903,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (skinca_2104),positive,positive,Metabolomic biomarkers,22903,5033,17870,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (skinca_2104),positive,positive,Unverified local z-scores,22903,5033,17870,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (skinca_2104),positive,positive,Vision / ophthalmic measurements,22903,22886,17,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (stomachca_2104),not_positive,not_positive,Biochemistry biomarkers,501151,497404,3747,99.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (stomachca_2104),not_positive,not_positive,Derived clinical biomarkers,501151,501151,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (stomachca_2104),not_positive,not_positive,Metabolomic biomarkers,501151,110439,390712,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (stomachca_2104),not_positive,not_positive,Unverified local z-scores,501151,110439,390712,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (stomachca_2104),not_positive,not_positive,Vision / ophthalmic measurements,501151,500502,649,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (stomachca_2104),positive,positive,Biochemistry biomarkers,1325,1316,9,99.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (stomachca_2104),positive,positive,Derived clinical biomarkers,1325,1325,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (stomachca_2104),positive,positive,Metabolomic biomarkers,1325,291,1034,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (stomachca_2104),positive,positive,Unverified local z-scores,1325,291,1034,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Cancer curated outcome variable (stomachca_2104),positive,positive,Vision / ophthalmic measurements,1325,1325,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Coronary artery disease / CHD curated outcome variable (cvd_chd_2104),not_positive,not_positive,Biochemistry biomarkers,447234,444054,3180,99.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Coronary artery disease / CHD curated outcome variable (cvd_chd_2104),not_positive,not_positive,Derived clinical biomarkers,447234,447234,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Coronary artery disease / CHD curated outcome variable (cvd_chd_2104),not_positive,not_positive,Metabolomic biomarkers,447234,98530,348704,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Coronary artery disease / CHD curated outcome variable (cvd_chd_2104),not_positive,not_positive,Unverified local z-scores,447234,98530,348704,22.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Coronary artery disease / CHD curated outcome variable (cvd_chd_2104),not_positive,not_positive,Vision / ophthalmic measurements,447234,446688,546,99.9%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Coronary artery disease / CHD curated outcome variable (cvd_chd_2104),positive,positive,Biochemistry biomarkers,55242,54666,576,99.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Coronary artery disease / CHD curated outcome variable (cvd_chd_2104),positive,positive,Derived clinical biomarkers,55242,55242,0,100.0%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Coronary artery disease / CHD curated outcome variable (cvd_chd_2104),positive,positive,Metabolomic biomarkers,55242,12200,43042,22.1%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Coronary artery disease / CHD curated outcome variable (cvd_chd_2104),positive,positive,Unverified local z-scores,55242,12200,43042,22.1%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Coronary artery disease / CHD curated outcome variable (cvd_chd_2104),positive,positive,Vision / ophthalmic measurements,55242,55139,103,99.8%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Coronary artery disease / CHD curated outcome variable (incident_cvd_chd_2104),not_positive,not_positive,Biochemistry biomarkers,464031,460693,3338,99.3%
metabolite_csv,METABOLITE.csv,missingness_by_disease_status,disease_status:Coronary artery disease / CHD curated outcome variable (incident_cvd_chd_2104),not_positive,not_positive,Derived clinical biomarkers,464031,464031,0,100.0%
