source_id,source_label,theme,group_id,feature_label,visit_pair,participant_count_ge2_visits,observation_count,within_person_cv,between_person_cv,icc_approx,visit_pair_count,visit_pair_correlation
eye_brain_ukb42577,Eye-brain ukb42577,General physical measures (repeatability only),eye_brain_ukb42577__conventional_risk_factors__bioimpedance_body_composition__body_composition_measurement__trunk_predicted_mass__23130,Trunk predicted mass,0-1,57986,126742,0.0271,0.2005,0.9693,19753,0.9711
eye_brain_ukb42577,Eye-brain ukb42577,General physical measures (repeatability only),eye_brain_ukb42577__conventional_risk_factors__bioimpedance_body_composition__body_composition_measurement__weight__23098,Weight,0-1,58059,126895,0.0362,0.1946,0.9374,19770,0.9498
eye_brain_ukb42577,Eye-brain ukb42577,General physical measures (repeatability only),eye_brain_ukb42577__conventional_risk_factors__bioimpedance_body_composition__body_composition_measurement__whole_body_fat_mass__23100,Whole body fat mass,0-1,57963,126671,0.098,0.3617,0.8904,19730,0.9078
eye_brain_ukb42577,Eye-brain ukb42577,General physical measures (repeatability only),eye_brain_ukb42577__conventional_risk_factors__bioimpedance_body_composition__body_composition_measurement__whole_body_fat_free_mass__23101,Whole body fat-free mass,0-1,58056,126888,0.0282,0.2108,0.9717,19768,0.9808
eye_brain_ukb42577,Eye-brain ukb42577,General physical measures (repeatability only),eye_brain_ukb42577__conventional_risk_factors__bioimpedance_body_composition__body_composition_measurement__whole_body_water_mass__23102,Whole body water mass,0-1,58057,126891,0.0283,0.2108,0.9715,19769,0.9802
eye_brain_ukb42577,Eye-brain ukb42577,General physical measures (repeatability only),eye_brain_ukb42577__conventional_risk_factors__physical_measurements__assessment_measurement__age_high_blood_pressure_diagnosed__2966,Age high blood pressure diagnosed,0-1,11718,25170,0.213,0.3124,0.5588,4283,0.4775
eye_brain_ukb42577,Eye-brain ukb42577,General physical measures (repeatability only),eye_brain_ukb42577__conventional_risk_factors__physical_measurements__assessment_measurement__body_mass_index_bmi__21001,Body mass index (BMI),0-1,59248,129594,0.036,0.1619,0.9106,20259,0.9267
eye_brain_ukb42577,Eye-brain ukb42577,General physical measures (repeatability only),eye_brain_ukb42577__conventional_risk_factors__physical_measurements__assessment_measurement__height__12144,Height,2-3,3208,6416,0.0073,0.0558,0.9622,3208,0.9616
eye_brain_ukb42577,Eye-brain ukb42577,General physical measures (repeatability only),eye_brain_ukb42577__conventional_risk_factors__physical_measurements__assessment_measurement__hip_circumference__49,Hip circumference,0-1,59699,130659,0.031,0.0808,0.8054,20294,0.8275
eye_brain_ukb42577,Eye-brain ukb42577,General physical measures (repeatability only),eye_brain_ukb42577__conventional_risk_factors__physical_measurements__assessment_measurement__seated_height__51,Seated height,0-1,58941,128796,0.0383,0.0482,0.5379,19823,0.6421
eye_brain_ukb42577,Eye-brain ukb42577,General physical measures (repeatability only),eye_brain_ukb42577__conventional_risk_factors__physical_measurements__assessment_measurement__sitting_height__20015,Sitting height,0-1,58941,128796,0.0124,0.0518,0.879,19823,0.8807
eye_brain_ukb42577,Eye-brain ukb42577,General physical measures (repeatability only),eye_brain_ukb42577__conventional_risk_factors__physical_measurements__assessment_measurement__standing_height__50,Standing height,0-1,59655,130550,0.004,0.0543,0.9896,20280,0.9927
eye_brain_ukb42577,Eye-brain ukb42577,General physical measures (repeatability only),eye_brain_ukb42577__conventional_risk_factors__physical_measurements__assessment_measurement__waist_circumference__48,Waist circumference,0-1,59698,130658,0.0461,0.1386,0.85,20296,0.8645
eye_brain_ukb42577,Eye-brain ukb42577,General physical measures (repeatability only),eye_brain_ukb42577__conventional_risk_factors__physical_measurements__assessment_measurement__weight__21002,Weight,0-1,59579,130398,0.0364,0.1951,0.9372,20271,0.95
eye_brain_ukb42577,Eye-brain ukb42577,General physical measures (repeatability only),eye_brain_ukb42577__conventional_risk_factors__physical_measurements__assessment_measurement__weight_pre_imaging__12143,Weight (pre-imaging),2-3,3208,6416,0.0285,0.19,0.9554,3208,0.9546
eye_brain_ukb42577,Eye-brain ukb42577,General physical measures (repeatability only),eye_brain_ukb42577__conventional_risk_factors__physical_measurements__assessment_measurement__weight_manual_entry__3160,"Weight, manual entry",0-1,101,207,0.0385,0.2459,0.9518,69,0.9617
eye_brain_ukb42577,Eye-brain ukb42577,Vision / ophthalmic measurements,eye_brain_ukb42577__eye_and_vision_phenotypes__ophthalmic_measurements__corneal_topography_refractometry_astigmatism__3mm_index_of_best_keratometry_results_left__5292,3mm index of best keratometry results (left),0-1,3816,7632,0.2483,0.2396,0.3566,3816,0.0515
eye_brain_ukb42577,Eye-brain ukb42577,Vision / ophthalmic measurements,eye_brain_ukb42577__eye_and_vision_phenotypes__ophthalmic_measurements__corneal_topography_refractometry_astigmatism__3mm_index_of_best_keratometry_results_right__5237,3mm index of best keratometry results (right),0-1,3832,7664,0.2965,0.2702,0.3585,3832,0.0556
eye_brain_ukb42577,Eye-brain ukb42577,Vision / ophthalmic measurements,eye_brain_ukb42577__eye_and_vision_phenotypes__ophthalmic_measurements__corneal_topography_refractometry_astigmatism__6mm_index_of_best_keratometry_results_left__5306,6mm index of best keratometry results (left),0-1,2920,5840,0.3414,0.2993,0.3735,2920,0.0877
eye_brain_ukb42577,Eye-brain ukb42577,Vision / ophthalmic measurements,eye_brain_ukb42577__eye_and_vision_phenotypes__ophthalmic_measurements__corneal_topography_refractometry_astigmatism__6mm_index_of_best_keratometry_results_right__5251,6mm index of best keratometry results (right),0-1,3034,6068,0.4069,0.3329,0.3572,3034,0.053
eye_brain_ukb42577,Eye-brain ukb42577,Vision / ophthalmic measurements,eye_brain_ukb42577__eye_and_vision_phenotypes__ophthalmic_measurements__corneal_topography_refractometry_astigmatism__duration_at_which_refractometer_first_shown_left__5193,Duration at which refractometer first shown (left),0-1,4166,8332,0.2212,0.2736,0.3862,4166,0.1161
eye_brain_ukb42577,Eye-brain ukb42577,Vision / ophthalmic measurements,eye_brain_ukb42577__eye_and_vision_phenotypes__ophthalmic_measurements__corneal_topography_refractometry_astigmatism__duration_at_which_refractometer_first_shown_right__5190,Duration at which refractometer first shown (right),0-1,4165,8330,0.2348,0.2871,0.4035,4165,0.1503
eye_brain_ukb42577,Eye-brain ukb42577,Vision / ophthalmic measurements,eye_brain_ukb42577__eye_and_vision_phenotypes__ophthalmic_measurements__corneal_topography_refractometry_astigmatism__index_of_best_refractometry_result_left__5276,Index of best refractometry result (left),0-1,3973,7946,0.8245,0.5768,0.3313,3973,-0.0045
eye_brain_ukb42577,Eye-brain ukb42577,Vision / ophthalmic measurements,eye_brain_ukb42577__eye_and_vision_phenotypes__ophthalmic_measurements__corneal_topography_refractometry_astigmatism__index_of_best_refractometry_result_right__5221,Index of best refractometry result (right),0-1,4007,8014,0.8361,0.5928,0.3398,4007,0.0149
eye_brain_ukb42577,Eye-brain ukb42577,Vision / ophthalmic measurements,eye_brain_ukb42577__eye_and_vision_phenotypes__ophthalmic_measurements__eye_examination_status_and_qc__age_cataract_diagnosed__4700,Age cataract diagnosed,0-1,1128,2349,0.1266,0.2168,0.5606,183,0.5631
eye_brain_ukb42577,Eye-brain ukb42577,Vision / ophthalmic measurements,eye_brain_ukb42577__eye_and_vision_phenotypes__ophthalmic_measurements__eye_examination_status_and_qc__age_macular_degeneration_diagnosed__5923,Age macular degeneration diagnosed,0-1,172,363,0.1103,0.2523,0.6372,38,0.7005
eye_brain_ukb42577,Eye-brain ukb42577,Vision / ophthalmic measurements,eye_brain_ukb42577__eye_and_vision_phenotypes__ophthalmic_measurements__eye_examination_status_and_qc__age_other_serious_eye_condition_diagnosed__5945,Age other serious eye condition diagnosed,0-1,214,441,0.1299,0.4288,0.8684,42,0.9229
eye_brain_ukb42577,Eye-brain ukb42577,Vision / ophthalmic measurements,eye_brain_ukb42577__eye_and_vision_phenotypes__ophthalmic_measurements__eye_examination_status_and_qc__age_when_loss_of_vision_due_to_injury_or_trauma_diagnosed__5430,Age when loss of vision due to injury or trauma diagnosed,0-1,59,122,0.1582,0.6238,0.8237,15,0.7699
eye_brain_ukb42577,Eye-brain ukb42577,Vision / ophthalmic measurements,eye_brain_ukb42577__eye_and_vision_phenotypes__ophthalmic_measurements__eye_examination_status_and_qc__corneal_hysteresis_left__5264,Corneal hysteresis (left),0-1,3943,7886,0.1197,0.1821,0.5005,3943,0.3449
eye_brain_ukb42577,Eye-brain ukb42577,Vision / ophthalmic measurements,eye_brain_ukb42577__eye_and_vision_phenotypes__ophthalmic_measurements__eye_examination_status_and_qc__corneal_hysteresis_right__5256,Corneal hysteresis (right),0-1,3960,7920,0.1117,0.1941,0.5049,3960,0.3443
eye_brain_ukb42577,Eye-brain ukb42577,Vision / ophthalmic measurements,eye_brain_ukb42577__eye_and_vision_phenotypes__ophthalmic_measurements__eye_examination_status_and_qc__corneal_resistance_factor_left__5265,Corneal resistance factor (left),0-1,3943,7886,0.1065,0.198,0.5599,3943,0.4459
eye_brain_ukb42577,Eye-brain ukb42577,Vision / ophthalmic measurements,eye_brain_ukb42577__eye_and_vision_phenotypes__ophthalmic_measurements__eye_examination_status_and_qc__corneal_resistance_factor_right__5257,Corneal resistance factor (right),0-1,3960,7920,0.094,0.2011,0.5633,3960,0.443
eye_brain_ukb42577,Eye-brain ukb42577,Vision / ophthalmic measurements,eye_brain_ukb42577__eye_and_vision_phenotypes__ophthalmic_measurements__eye_examination_status_and_qc__distance_of_viewer_to_screen_left__5211,Distance of viewer to screen (left),0-1,4217,8434,0.0031,0.0112,0.3259,4217,
eye_brain_ukb42577,Eye-brain ukb42577,Vision / ophthalmic measurements,eye_brain_ukb42577__eye_and_vision_phenotypes__ophthalmic_measurements__eye_examination_status_and_qc__distance_of_viewer_to_screen_right__5204,Distance of viewer to screen (right),0-1,4221,8442,0.0031,0.0111,0.326,4221,
eye_brain_ukb42577,Eye-brain ukb42577,Vision / ophthalmic measurements,eye_brain_ukb42577__eye_and_vision_phenotypes__ophthalmic_measurements__eye_examination_status_and_qc__number_of_rounds_to_result_left__5209,Number of rounds to result (left),0-1,4217,8434,0.3145,0.3147,0.3521,4217,0.0417
eye_brain_ukb42577,Eye-brain ukb42577,Vision / ophthalmic measurements,eye_brain_ukb42577__eye_and_vision_phenotypes__ophthalmic_measurements__eye_examination_status_and_qc__number_of_rounds_to_result_right__5202,Number of rounds to result (right),0-1,4221,8442,0.3127,0.3232,0.3517,4221,0.0409
eye_brain_ukb42577,Eye-brain ukb42577,Vision / ophthalmic measurements,eye_brain_ukb42577__eye_and_vision_phenotypes__ophthalmic_measurements__eye_examination_status_and_qc__vertex_distance_left__5274,Vertex distance (left),0-1,3973,7946,0,0,,3973,
eye_brain_ukb42577,Eye-brain ukb42577,Vision / ophthalmic measurements,eye_brain_ukb42577__eye_and_vision_phenotypes__ophthalmic_measurements__eye_examination_status_and_qc__vertex_distance_right__5215,Vertex distance (right),0-1,4007,8014,0,0,,4007,
eye_brain_ukb42577,Eye-brain ukb42577,Vision / ophthalmic measurements,eye_brain_ukb42577__eye_and_vision_phenotypes__ophthalmic_measurements__intra_ocular_pressure__intra_ocular_pressure_goldmann_correlated_left__5263,"Intra-ocular pressure, Goldmann-correlated (left)",0-1,3943,7886,0.1127,0.2324,0.6595,3943,0.5917
eye_brain_ukb42577,Eye-brain ukb42577,Vision / ophthalmic measurements,eye_brain_ukb42577__eye_and_vision_phenotypes__ophthalmic_measurements__intra_ocular_pressure__intra_ocular_pressure_goldmann_correlated_right__5255,"Intra-ocular pressure, Goldmann-correlated (right)",0-1,3960,7920,0.1082,0.231,0.6733,3960,0.6165
eye_brain_ukb42577,Eye-brain ukb42577,Vision / ophthalmic measurements,eye_brain_ukb42577__eye_and_vision_phenotypes__ophthalmic_measurements__intra_ocular_pressure__intra_ocular_pressure_corneal_compensated_left__5262,"Intra-ocular pressure, corneal-compensated (left)",0-1,3943,7886,0.1337,0.2306,0.5447,3943,0.4126
eye_brain_ukb42577,Eye-brain ukb42577,Vision / ophthalmic measurements,eye_brain_ukb42577__eye_and_vision_phenotypes__ophthalmic_measurements__intra_ocular_pressure__intra_ocular_pressure_corneal_compensated_right__5254,"Intra-ocular pressure, corneal-compensated (right)",0-1,3960,7920,0.1295,0.2347,0.5595,3960,0.4448
eye_brain_ukb42577,Eye-brain ukb42577,Vision / ophthalmic measurements,eye_brain_ukb42577__eye_and_vision_phenotypes__ophthalmic_measurements__visual_acuity_testing__final_number_of_letters_displayed_left__5207,Final number of letters displayed (left),0-1,4217,8434,0.0026,0.0365,0.6874,4217,0.6312
eye_brain_ukb42577,Eye-brain ukb42577,Vision / ophthalmic measurements,eye_brain_ukb42577__eye_and_vision_phenotypes__ophthalmic_measurements__visual_acuity_testing__final_number_of_letters_displayed_right__5200,Final number of letters displayed (right),0-1,4221,8442,0.0022,0.0265,0.5828,4221,0.4731
eye_brain_ukb42577,Eye-brain ukb42577,Vision / ophthalmic measurements,eye_brain_ukb42577__eye_and_vision_phenotypes__ophthalmic_measurements__visual_acuity_testing__logmar_final_left__5208,"logMAR, final (left)",0-1,4186,8372,1.4961,2267,0.667,4186,0.601
eye_brain_ukb42577,Eye-brain ukb42577,Vision / ophthalmic measurements,eye_brain_ukb42577__eye_and_vision_phenotypes__ophthalmic_measurements__visual_acuity_testing__logmar_final_right__5201,"logMAR, final (right)",0-1,4189,8378,1.4323,28.2865,0.6455,4189,0.5708
eye_brain_ukb42577,Eye-brain ukb42577,Vision / ophthalmic measurements,eye_brain_ukb42577__eye_and_vision_phenotypes__ophthalmic_measurements__visual_acuity_testing__logmar_initial_left__5206,"logMAR, initial (left)",0-1,4217,8434,1.0453,13.7279,0.6189,4217,0.53
eye_brain_ukb42577,Eye-brain ukb42577,Vision / ophthalmic measurements,eye_brain_ukb42577__eye_and_vision_phenotypes__ophthalmic_measurements__visual_acuity_testing__logmar_initial_right__5199,"logMAR, initial (right)",0-1,4221,8442,1.1047,34.523,0.5821,4221,0.4744
eye_brain_ukb42577,Eye-brain ukb42577,Cognitive function,eye_brain_ukb42577__cognitive_and_neuropsychological_phenotypes__cognitive_assessment__cognitive_task_attribute__duration_of_eprime_test__12651,Duration of eprime test,2-3,2739,5478,0.0728,0.1143,0.3351,2739,0.0329
eye_brain_ukb42577,Eye-brain ukb42577,Mental health / wellbeing,eye_brain_ukb42577__mental_health_questionnaire_phenotypes__mental_health_questionnaire__mental_health_symptom_status_attribute__longest_period_of_depression__4609,Longest period of depression,0-1,11115,23493,0.7374,2.1516,0.5522,1928,0.463
eye_brain_ukb42577,Eye-brain ukb42577,Mental health / wellbeing,eye_brain_ukb42577__mental_health_questionnaire_phenotypes__mental_health_questionnaire__mental_health_symptom_status_attribute__longest_period_of_unenthusiasm_disinterest__5375,Longest period of unenthusiasm / disinterest,0-1,6104,12815,0.7835,2.1575,0.4846,1071,0.2257
eye_brain_ukb42577,Eye-brain ukb42577,Mental health / wellbeing,eye_brain_ukb42577__mental_health_questionnaire_phenotypes__mental_health_questionnaire__mental_health_symptom_status_attribute__number_of_depression_episodes__4620,Number of depression episodes,0-1,11115,23493,0.7911,4.8614,0.3741,1928,0.0511
eye_brain_ukb42577,Eye-brain ukb42577,Mental health / wellbeing,eye_brain_ukb42577__mental_health_questionnaire_phenotypes__mental_health_questionnaire__mental_health_symptom_status_attribute__number_of_unenthusiastic_disinterested_episodes__5386,Number of unenthusiastic/disinterested episodes,0-1,6103,12813,0.806,3.8587,0.3798,1071,0.1918
eye_brain_ukb43216,Eye-brain ukb43216,Cognitive function,eye_brain_ukb43216__cognitive_and_neuropsychological_phenotypes__cognitive_assessment__cognitive_task_attribute__duration_to_complete_alphanumeric_path_trail_2__6350,Duration to complete alphanumeric path (trail #2),2-3,2630,5260,0.2169,0.3826,0.4886,2630,0.3159
eye_brain_ukb43216,Eye-brain ukb43216,Cognitive function,eye_brain_ukb43216__cognitive_and_neuropsychological_phenotypes__cognitive_assessment__cognitive_task_attribute__duration_to_complete_numeric_path_trail_1__6348,Duration to complete numeric path (trail #1),2-3,2630,5260,0.1885,0.31,0.43,2630,0.2095
eye_brain_ukb43216,Eye-brain ukb43216,Cognitive function,eye_brain_ukb43216__cognitive_and_neuropsychological_phenotypes__cognitive_assessment__cognitive_task_attribute__fluid_intelligence_score__20016,Fluid intelligence score,0-1,25154,53470,0.1505,0.2737,0.6999,4695,0.6505
eye_brain_ukb43216,Eye-brain ukb43216,Cognitive function,eye_brain_ukb43216__cognitive_and_neuropsychological_phenotypes__cognitive_assessment__cognitive_task_attribute__maximum_digits_remembered_correctly__4282,Maximum digits remembered correctly,,6055,12527,0.1468,0.1892,0.5198,0,
eye_brain_ukb43216,Eye-brain ukb43216,Cognitive function,eye_brain_ukb43216__cognitive_and_neuropsychological_phenotypes__cognitive_assessment__cognitive_task_attribute__mean_time_to_correctly_identify_matches__20023,Mean time to correctly identify matches,0-1,58358,127106,0.1061,0.163,0.5555,20186,0.5431
eye_brain_ukb43216,Eye-brain ukb43216,Cognitive function,eye_brain_ukb43216__cognitive_and_neuropsychological_phenotypes__cognitive_assessment__cognitive_task_attribute__number_of_attempts__4291,Number of attempts,0-1,25694,54655,0.1144,0.5346,0.4238,4742,0.222
eye_brain_ukb43216,Eye-brain ukb43216,Cognitive function,eye_brain_ukb43216__cognitive_and_neuropsychological_phenotypes__cognitive_assessment__cognitive_task_attribute__number_of_fluid_intelligence_questions_attempted_within_time_limit__20128,Number of fluid intelligence questions attempted within time limit,0-1,25154,53470,0.1246,0.2141,0.634,4695,0.5859
eye_brain_ukb43216,Eye-brain ukb43216,Cognitive function,eye_brain_ukb43216__cognitive_and_neuropsychological_phenotypes__cognitive_assessment__cognitive_task_attribute__number_of_puzzles_attempted__6383,Number of puzzles attempted,2-3,2630,5260,0.1605,0.2111,0.5382,2630,0.4179
eye_brain_ukb43216,Eye-brain ukb43216,Cognitive function,eye_brain_ukb43216__cognitive_and_neuropsychological_phenotypes__cognitive_assessment__cognitive_task_attribute__number_of_puzzles_correct__21004,Number of puzzles correct,2-3,2552,5104,0.1871,0.2617,0.5883,2552,0.4825
eye_brain_ukb43216,Eye-brain ukb43216,Cognitive function,eye_brain_ukb43216__cognitive_and_neuropsychological_phenotypes__cognitive_assessment__cognitive_task_attribute__number_of_puzzles_correctly_solved__6373,Number of puzzles correctly solved,2-3,2585,5170,0.1375,0.2142,0.6265,2585,0.5409
eye_brain_ukb43216,Eye-brain ukb43216,Cognitive function,eye_brain_ukb43216__cognitive_and_neuropsychological_phenotypes__cognitive_assessment__cognitive_task_attribute__number_of_puzzles_viewed__6374,Number of puzzles viewed,2-3,2585,5170,0.046,0.0876,0.6074,2585,0.5122
eye_brain_ukb43216,Eye-brain ukb43216,Cognitive function,eye_brain_ukb43216__cognitive_and_neuropsychological_phenotypes__cognitive_assessment__cognitive_task_attribute__number_of_rounds_of_numeric_memory_test_performed__4283,Number of rounds of numeric memory test performed,,6055,12527,0.144,0.1672,0.4587,0,
eye_brain_ukb43216,Eye-brain ukb43216,Cognitive function,eye_brain_ukb43216__cognitive_and_neuropsychological_phenotypes__cognitive_assessment__cognitive_task_attribute__number_of_word_pairs_correctly_associated__20197,Number of word pairs correctly associated,2-3,2630,5260,0.2316,0.3124,0.6206,2630,0.535
eye_brain_ukb43216,Eye-brain ukb43216,Cognitive function,eye_brain_ukb43216__cognitive_and_neuropsychological_phenotypes__cognitive_assessment__cognitive_task_attribute__time_to_answer__4288,Time to answer,0-1,25695,54657,0.5123,0.5743,0.2839,4742,0.3113
eye_brain_ukb43216,Eye-brain ukb43216,Cognitive function,eye_brain_ukb43216__cognitive_and_neuropsychological_phenotypes__cognitive_assessment__cognitive_task_attribute__time_to_complete_test__4285,Time to complete test,,6055,12527,0.1815,0.2195,0.4496,0,
eye_brain_ukb43216,Eye-brain ukb43216,Cognitive function,eye_brain_ukb43216__cognitive_and_neuropsychological_phenotypes__cognitive_assessment__cognitive_task_attribute__total_errors_traversing_alphanumeric_path_trail_2__6351,Total errors traversing alphanumeric path (trail #2),2-3,2630,5260,1.1278,2.333,0.4062,2630,0.1649
eye_brain_ukb43216,Eye-brain ukb43216,Cognitive function,eye_brain_ukb43216__cognitive_and_neuropsychological_phenotypes__cognitive_assessment__cognitive_task_attribute__total_errors_traversing_numeric_path_trail_1__6349,Total errors traversing numeric path (trail #1),2-3,2630,5260,1.1947,1.9383,0.3763,2630,0.0943
metabolite_csv,METABOLITE.csv,Biochemistry biomarkers,metabolite_csv__clinical_biomarkers_glycemia__glycemic_biomarkers__laboratory_measurement__glucose__30740,Glucose,0-1,13409,26818,0.0826,0.1747,0.5496,13409,0.4199
metabolite_csv,METABOLITE.csv,Biochemistry biomarkers,metabolite_csv__clinical_biomarkers_glycemia__glycemic_biomarkers__laboratory_measurement__glycated_haemoglobin_hba1c__30750,Glycated haemoglobin (HbA1c),0-1,12861,25722,0.047,0.1493,0.7769,12861,0.7574
metabolite_csv,METABOLITE.csv,Biochemistry biomarkers,metabolite_csv__clinical_biomarkers_kidney_function__kidney_function_and_urine_chemistry__laboratory_measurement__creatinine__30700,Creatinine,0-1,16578,33156,0.065,0.2012,0.7817,16578,0.7682
metabolite_csv,METABOLITE.csv,Biochemistry biomarkers,metabolite_csv__clinical_biomarkers_kidney_function__kidney_function_and_urine_chemistry__laboratory_measurement__creatinine_enzymatic_in_urine__30510,Creatinine (enzymatic) in urine,0-1,18684,37368,0.3746,0.5224,0.5073,18684,0.3497
metabolite_csv,METABOLITE.csv,Biochemistry biomarkers,metabolite_csv__clinical_biomarkers_kidney_function__kidney_function_and_urine_chemistry__laboratory_measurement__cystatin_c__30720,Cystatin C,0-1,16606,33212,0.0505,0.163,0.8042,16606,0.8079
metabolite_csv,METABOLITE.csv,Biochemistry biomarkers,metabolite_csv__clinical_biomarkers_kidney_function__kidney_function_and_urine_chemistry__laboratory_measurement__microalbumin_in_urine__30500,Microalbumin in urine,0-1,2805,5610,0.3855,2.8563,0.541,2805,0.4547
metabolite_csv,METABOLITE.csv,Biochemistry biomarkers,metabolite_csv__clinical_biomarkers_kidney_function__kidney_function_and_urine_chemistry__laboratory_measurement__urate__30880,Urate,0-1,16558,33116,0.0813,0.2409,0.8308,16558,0.8183
metabolite_csv,METABOLITE.csv,Biochemistry biomarkers,metabolite_csv__clinical_biomarkers_kidney_function__kidney_function_and_urine_chemistry__laboratory_measurement__urea__30670,Urea,0-1,16585,33170,0.1179,0.2157,0.6535,16585,0.588
metabolite_csv,METABOLITE.csv,Biochemistry biomarkers,metabolite_csv__clinical_biomarkers_lipids__lipid_biomarkers__laboratory_measurement__apolipoprotein_a__30630,Apolipoprotein A,0-1,13288,26576,0.065,0.161,0.778,13288,0.7686
metabolite_csv,METABOLITE.csv,Biochemistry biomarkers,metabolite_csv__clinical_biomarkers_lipids__lipid_biomarkers__laboratory_measurement__apolipoprotein_b__30640,Apolipoprotein B,0-1,16484,32968,0.0976,0.2087,0.7067,16484,0.6564
metabolite_csv,METABOLITE.csv,Biochemistry biomarkers,metabolite_csv__clinical_biomarkers_lipids__lipid_biomarkers__laboratory_measurement__cholesterol__30690,Cholesterol,0-1,16621,33242,0.0883,0.1852,0.7066,16621,0.6574
metabolite_csv,METABOLITE.csv,Biochemistry biomarkers,metabolite_csv__clinical_biomarkers_lipids__lipid_biomarkers__laboratory_measurement__hdl_cholesterol__30760,HDL cholesterol,0-1,13428,26856,0.0812,0.2501,0.8431,13428,0.8459
metabolite_csv,METABOLITE.csv,Biochemistry biomarkers,metabolite_csv__clinical_biomarkers_lipids__lipid_biomarkers__laboratory_measurement__ldl_direct__30780,LDL direct,0-1,16536,33072,0.1074,0.2236,0.6992,16536,0.6466
metabolite_csv,METABOLITE.csv,Biochemistry biomarkers,metabolite_csv__clinical_biomarkers_lipids__lipid_biomarkers__laboratory_measurement__lipoprotein_a__30790,Lipoprotein A,0-1,12202,24404,0.1744,1.0697,0.9499,12202,0.9511
metabolite_csv,METABOLITE.csv,Biochemistry biomarkers,metabolite_csv__clinical_biomarkers_lipids__lipid_biomarkers__laboratory_measurement__triglycerides__30870,Triglycerides,0-1,16583,33166,0.2255,0.5033,0.6676,16583,0.6021
metabolite_csv,METABOLITE.csv,Biochemistry biomarkers,metabolite_csv__clinical_biomarkers_liver_function__liver_enzymes_and_bilirubin__laboratory_measurement__alanine_aminotransferase__30620,Alanine aminotransferase,0-1,16608,33216,0.1949,0.4687,0.5709,16608,0.4559
metabolite_csv,METABOLITE.csv,Biochemistry biomarkers,metabolite_csv__clinical_biomarkers_liver_function__liver_enzymes_and_bilirubin__laboratory_measurement__alkaline_phosphatase__30610,Alkaline phosphatase,0-1,16614,33228,0.0934,0.2641,0.75,16614,0.7191
metabolite_csv,METABOLITE.csv,Biochemistry biomarkers,metabolite_csv__clinical_biomarkers_liver_function__liver_enzymes_and_bilirubin__laboratory_measurement__aspartate_aminotransferase__30650,Aspartate aminotransferase,0-1,16493,32986,0.118,0.3066,0.5349,16493,0.4
metabolite_csv,METABOLITE.csv,Biochemistry biomarkers,metabolite_csv__clinical_biomarkers_liver_function__liver_enzymes_and_bilirubin__laboratory_measurement__direct_bilirubin__30660,Direct bilirubin,0-1,12634,25268,0.1575,0.3975,0.7396,12634,0.702
metabolite_csv,METABOLITE.csv,Biochemistry biomarkers,metabolite_csv__clinical_biomarkers_liver_function__liver_enzymes_and_bilirubin__laboratory_measurement__gamma_glutamyltransferase__30730,Gamma glutamyltransferase,0-1,16602,33204,0.1735,0.9036,0.7154,16602,0.6695
metabolite_csv,METABOLITE.csv,Biochemistry biomarkers,metabolite_csv__clinical_biomarkers_liver_function__liver_enzymes_and_bilirubin__laboratory_measurement__total_bilirubin__30840,Total bilirubin,0-1,16450,32900,0.161,0.4541,0.7909,16450,0.7683
metabolite_csv,METABOLITE.csv,Biochemistry biomarkers,metabolite_csv__clinical_biomarkers_minerals_vitamins__mineral_and_vitamin_biomarkers__laboratory_measurement__calcium__30680,Calcium,0-1,13429,26858,0.0244,0.0334,0.5235,13429,0.4157
metabolite_csv,METABOLITE.csv,Biochemistry biomarkers,metabolite_csv__clinical_biomarkers_minerals_vitamins__mineral_and_vitamin_biomarkers__laboratory_measurement__phosphate__30810,Phosphate,0-1,13376,26752,0.0852,0.1125,0.5272,13376,0.4535
metabolite_csv,METABOLITE.csv,Biochemistry biomarkers,metabolite_csv__clinical_biomarkers_minerals_vitamins__mineral_and_vitamin_biomarkers__laboratory_measurement__vitamin_d__30890,Vitamin D,0-1,15435,30870,0.2312,0.3831,0.6339,15435,0.5562
metabolite_csv,METABOLITE.csv,Biochemistry biomarkers,metabolite_csv__clinical_biomarkers_proteins_inflammation__protein_inflammation_and_growth_factor_biomarkers__laboratory_measurement__albumin__30600,Albumin,0-1,13432,26864,0.0327,0.0486,0.5765,13432,0.4777
metabolite_csv,METABOLITE.csv,Biochemistry biomarkers,metabolite_csv__clinical_biomarkers_proteins_inflammation__protein_inflammation_and_growth_factor_biomarkers__laboratory_measurement__c_reactive_protein__30710,C-reactive protein,0-1,16549,33098,0.3954,1.4211,0.4737,16549,0.2858
metabolite_csv,METABOLITE.csv,Biochemistry biomarkers,metabolite_csv__clinical_biomarkers_proteins_inflammation__protein_inflammation_and_growth_factor_biomarkers__laboratory_measurement__igf_1__30770,IGF-1,0-1,16355,32710,0.0977,0.244,0.7884,16355,0.7687
metabolite_csv,METABOLITE.csv,Biochemistry biomarkers,metabolite_csv__clinical_biomarkers_proteins_inflammation__protein_inflammation_and_growth_factor_biomarkers__laboratory_measurement__rheumatoid_factor__30820,Rheumatoid factor,0-1,1009,2018,0.2539,0.6329,0.6486,1009,0.5753
metabolite_csv,METABOLITE.csv,Biochemistry biomarkers,metabolite_csv__clinical_biomarkers_proteins_inflammation__protein_inflammation_and_growth_factor_biomarkers__laboratory_measurement__total_protein__30860,Total protein,0-1,13418,26836,0.0319,0.0481,0.573,13418,0.4971
