coverage_scope,source_id,node_id,tree_path,instance,participant_count,source_participant_count,source_percent,group_count,feature_count
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577,Eye-brain ukb42577,0,502504,502505,100.0%,1517,8319
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577,Eye-brain ukb42577,1,20345,502505,4.0%,1517,8319
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577,Eye-brain ukb42577,2,49002,502505,9.8%,1517,8319
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577,Eye-brain ukb42577,3,3209,502505,0.6%,1517,8319
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577,Eye-brain ukb42577,all,502505,502505,100.0%,1517,8319
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_body_composition_and_bone,Eye-brain ukb42577 > Body composition and bone,0,501573,502505,99.8%,40,179
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_body_composition_and_bone,Eye-brain ukb42577 > Body composition and bone,1,20336,502505,4.0%,40,179
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_body_composition_and_bone,Eye-brain ukb42577 > Body composition and bone,2,48643,502505,9.7%,40,179
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_body_composition_and_bone,Eye-brain ukb42577 > Body composition and bone,3,3200,502505,0.6%,40,179
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_body_composition_and_bone,Eye-brain ukb42577 > Body composition and bone,all,501590,502505,99.8%,40,179
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_body_composition_and_bone_assessment_measurement,Eye-brain ukb42577 > Body composition and bone > Assessment measurement,0,492376,502505,98.0%,37,143
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_body_composition_and_bone_assessment_measurement,Eye-brain ukb42577 > Body composition and bone > Assessment measurement,1,20044,502505,4.0%,37,143
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_body_composition_and_bone_assessment_measurement,Eye-brain ukb42577 > Body composition and bone > Assessment measurement,2,46385,502505,9.2%,37,143
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_body_composition_and_bone_assessment_measurement,Eye-brain ukb42577 > Body composition and bone > Assessment measurement,3,3123,502505,0.6%,37,143
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_body_composition_and_bone_assessment_measurement,Eye-brain ukb42577 > Body composition and bone > Assessment measurement,all,493092,502505,98.1%,37,143
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_body_composition_and_bone_assessment_measurement_bioimpedance_body_composition,Eye-brain ukb42577 > Body composition and bone > Assessment measurement > Bioimpedance body composition,0,492376,502505,98.0%,37,143
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_body_composition_and_bone_assessment_measurement_bioimpedance_body_composition,Eye-brain ukb42577 > Body composition and bone > Assessment measurement > Bioimpedance body composition,1,20044,502505,4.0%,37,143
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_body_composition_and_bone_assessment_measurement_bioimpedance_body_composition,Eye-brain ukb42577 > Body composition and bone > Assessment measurement > Bioimpedance body composition,2,46385,502505,9.2%,37,143
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_body_composition_and_bone_assessment_measurement_bioimpedance_body_composition,Eye-brain ukb42577 > Body composition and bone > Assessment measurement > Bioimpedance body composition,3,3123,502505,0.6%,37,143
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_body_composition_and_bone_assessment_measurement_bioimpedance_body_composition,Eye-brain ukb42577 > Body composition and bone > Assessment measurement > Bioimpedance body composition,all,493092,502505,98.1%,37,143
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_body_composition_and_bone_curated_local_variable,Eye-brain ukb42577 > Body composition and bone > Curated local variable,0,501573,502505,99.8%,3,36
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_body_composition_and_bone_curated_local_variable,Eye-brain ukb42577 > Body composition and bone > Curated local variable,1,20336,502505,4.0%,3,36
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_body_composition_and_bone_curated_local_variable,Eye-brain ukb42577 > Body composition and bone > Curated local variable,2,48643,502505,9.7%,3,36
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_body_composition_and_bone_curated_local_variable,Eye-brain ukb42577 > Body composition and bone > Curated local variable,3,3200,502505,0.6%,3,36
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_body_composition_and_bone_curated_local_variable,Eye-brain ukb42577 > Body composition and bone > Curated local variable,all,501590,502505,99.8%,3,36
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_body_composition_and_bone_curated_local_variable_bone_fracture_outcome_fields,Eye-brain ukb42577 > Body composition and bone > Curated local variable > Bone / fracture outcome fields,0,501573,502505,99.8%,3,36
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_body_composition_and_bone_curated_local_variable_bone_fracture_outcome_fields,Eye-brain ukb42577 > Body composition and bone > Curated local variable > Bone / fracture outcome fields,1,20336,502505,4.0%,3,36
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_body_composition_and_bone_curated_local_variable_bone_fracture_outcome_fields,Eye-brain ukb42577 > Body composition and bone > Curated local variable > Bone / fracture outcome fields,2,48643,502505,9.7%,3,36
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_body_composition_and_bone_curated_local_variable_bone_fracture_outcome_fields,Eye-brain ukb42577 > Body composition and bone > Curated local variable > Bone / fracture outcome fields,3,3200,502505,0.6%,3,36
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_body_composition_and_bone_curated_local_variable_bone_fracture_outcome_fields,Eye-brain ukb42577 > Body composition and bone > Curated local variable > Bone / fracture outcome fields,all,501590,502505,99.8%,3,36
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging,Eye-brain ukb42577 > Brain and neuroimaging,2,48990,502505,9.7%,928,1855
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging,Eye-brain ukb42577 > Brain and neuroimaging,3,3208,502505,0.6%,928,1855
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging,Eye-brain ukb42577 > Brain and neuroimaging,all,48990,502505,9.7%,928,1855
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging_bulk_image_file_id,Eye-brain ukb42577 > Brain and neuroimaging > Bulk image/file ID,2,45523,502505,9.1%,31,62
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging_bulk_image_file_id,Eye-brain ukb42577 > Brain and neuroimaging > Bulk image/file ID,3,3162,502505,0.6%,31,62
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging_bulk_image_file_id,Eye-brain ukb42577 > Brain and neuroimaging > Bulk image/file ID,all,45523,502505,9.1%,31,62
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging_bulk_image_file_id_brain_mri_bulk_pipeline_files,Eye-brain ukb42577 > Brain and neuroimaging > Bulk image/file ID > Brain MRI bulk pipeline files,2,40017,502505,8.0%,1,2
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging_bulk_image_file_id_brain_mri_bulk_pipeline_files,Eye-brain ukb42577 > Brain and neuroimaging > Bulk image/file ID > Brain MRI bulk pipeline files,3,1488,502505,0.3%,1,2
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging_bulk_image_file_id_brain_mri_bulk_pipeline_files,Eye-brain ukb42577 > Brain and neuroimaging > Bulk image/file ID > Brain MRI bulk pipeline files,all,40060,502505,8.0%,1,2
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging_bulk_image_file_id_brain_mri_derived_phenotypes,Eye-brain ukb42577 > Brain and neuroimaging > Bulk image/file ID > Brain MRI derived phenotypes,2,39568,502505,7.9%,16,32
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging_bulk_image_file_id_brain_mri_derived_phenotypes,Eye-brain ukb42577 > Brain and neuroimaging > Bulk image/file ID > Brain MRI derived phenotypes,3,1503,502505,0.3%,16,32
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging_bulk_image_file_id_brain_mri_derived_phenotypes,Eye-brain ukb42577 > Brain and neuroimaging > Bulk image/file ID > Brain MRI derived phenotypes,all,39645,502505,7.9%,16,32
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging_bulk_image_file_id_brain_mri_image_files,Eye-brain ukb42577 > Brain and neuroimaging > Bulk image/file ID > Brain MRI image files,2,45523,502505,9.1%,13,26
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging_bulk_image_file_id_brain_mri_image_files,Eye-brain ukb42577 > Brain and neuroimaging > Bulk image/file ID > Brain MRI image files,3,3162,502505,0.6%,13,26
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging_bulk_image_file_id_brain_mri_image_files,Eye-brain ukb42577 > Brain and neuroimaging > Bulk image/file ID > Brain MRI image files,all,45523,502505,9.1%,13,26
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging_bulk_image_file_id_diffusion_mri_tract_phenotypes,Eye-brain ukb42577 > Brain and neuroimaging > Bulk image/file ID > Diffusion MRI tract phenotypes,2,37885,502505,7.5%,1,2
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging_bulk_image_file_id_diffusion_mri_tract_phenotypes,Eye-brain ukb42577 > Brain and neuroimaging > Bulk image/file ID > Diffusion MRI tract phenotypes,3,1493,502505,0.3%,1,2
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging_bulk_image_file_id_diffusion_mri_tract_phenotypes,Eye-brain ukb42577 > Brain and neuroimaging > Bulk image/file ID > Diffusion MRI tract phenotypes,all,37965,502505,7.6%,1,2
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging_device_qc_metadata,Eye-brain ukb42577 > Brain and neuroimaging > Device/QC metadata,2,48990,502505,9.7%,3,6
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging_device_qc_metadata,Eye-brain ukb42577 > Brain and neuroimaging > Device/QC metadata,3,3208,502505,0.6%,3,6
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging_device_qc_metadata,Eye-brain ukb42577 > Brain and neuroimaging > Device/QC metadata,all,48990,502505,9.7%,3,6
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging_device_qc_metadata_brain_mri_derived_phenotypes,Eye-brain ukb42577 > Brain and neuroimaging > Device/QC metadata > Brain MRI derived phenotypes,2,48990,502505,9.7%,2,4
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging_device_qc_metadata_brain_mri_derived_phenotypes,Eye-brain ukb42577 > Brain and neuroimaging > Device/QC metadata > Brain MRI derived phenotypes,3,3208,502505,0.6%,2,4
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging_device_qc_metadata_brain_mri_derived_phenotypes,Eye-brain ukb42577 > Brain and neuroimaging > Device/QC metadata > Brain MRI derived phenotypes,all,48990,502505,9.7%,2,4
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging_device_qc_metadata_diffusion_mri_tract_phenotypes,Eye-brain ukb42577 > Brain and neuroimaging > Device/QC metadata > Diffusion MRI tract phenotypes,2,48041,502505,9.6%,1,2
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging_device_qc_metadata_diffusion_mri_tract_phenotypes,Eye-brain ukb42577 > Brain and neuroimaging > Device/QC metadata > Diffusion MRI tract phenotypes,3,3204,502505,0.6%,1,2
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging_device_qc_metadata_diffusion_mri_tract_phenotypes,Eye-brain ukb42577 > Brain and neuroimaging > Device/QC metadata > Diffusion MRI tract phenotypes,all,48042,502505,9.6%,1,2
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging_imaging_derived_scalar,Eye-brain ukb42577 > Brain and neuroimaging > Imaging-derived scalar,2,40773,502505,8.1%,894,1787
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging_imaging_derived_scalar,Eye-brain ukb42577 > Brain and neuroimaging > Imaging-derived scalar,3,1503,502505,0.3%,894,1787
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging_imaging_derived_scalar,Eye-brain ukb42577 > Brain and neuroimaging > Imaging-derived scalar,all,40773,502505,8.1%,894,1787
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging_imaging_derived_scalar_brain_mri_derived_phenotypes,Eye-brain ukb42577 > Brain and neuroimaging > Imaging-derived scalar > Brain MRI derived phenotypes,2,40773,502505,8.1%,42,83
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging_imaging_derived_scalar_brain_mri_derived_phenotypes,Eye-brain ukb42577 > Brain and neuroimaging > Imaging-derived scalar > Brain MRI derived phenotypes,3,1503,502505,0.3%,42,83
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging_imaging_derived_scalar_brain_mri_derived_phenotypes,Eye-brain ukb42577 > Brain and neuroimaging > Imaging-derived scalar > Brain MRI derived phenotypes,all,40773,502505,8.1%,42,83
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging_imaging_derived_scalar_brain_regional_volumes,Eye-brain ukb42577 > Brain and neuroimaging > Imaging-derived scalar > Brain regional volumes,2,39696,502505,7.9%,165,330
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging_imaging_derived_scalar_brain_regional_volumes,Eye-brain ukb42577 > Brain and neuroimaging > Imaging-derived scalar > Brain regional volumes,3,1503,502505,0.3%,165,330
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging_imaging_derived_scalar_brain_regional_volumes,Eye-brain ukb42577 > Brain and neuroimaging > Imaging-derived scalar > Brain regional volumes,all,39772,502505,7.9%,165,330
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging_imaging_derived_scalar_diffusion_mri_tract_phenotypes,Eye-brain ukb42577 > Brain and neuroimaging > Imaging-derived scalar > Diffusion MRI tract phenotypes,2,37441,502505,7.5%,687,1374
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging_imaging_derived_scalar_diffusion_mri_tract_phenotypes,Eye-brain ukb42577 > Brain and neuroimaging > Imaging-derived scalar > Diffusion MRI tract phenotypes,3,1494,502505,0.3%,687,1374
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_brain_and_neuroimaging_imaging_derived_scalar_diffusion_mri_tract_phenotypes,Eye-brain ukb42577 > Brain and neuroimaging > Imaging-derived scalar > Diffusion MRI tract phenotypes,all,37519,502505,7.5%,687,1374
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_cardiometabolic_physical_measures,Eye-brain ukb42577 > Cardiometabolic physical measures,0,501642,502505,99.8%,24,124
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_cardiometabolic_physical_measures,Eye-brain ukb42577 > Cardiometabolic physical measures,1,20336,502505,4.0%,24,124
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_cardiometabolic_physical_measures,Eye-brain ukb42577 > Cardiometabolic physical measures,2,48990,502505,9.7%,24,124
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_cardiometabolic_physical_measures,Eye-brain ukb42577 > Cardiometabolic physical measures,3,3208,502505,0.6%,24,124
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_cardiometabolic_physical_measures,Eye-brain ukb42577 > Cardiometabolic physical measures,all,501654,502505,99.8%,24,124
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_cardiometabolic_physical_measures_assessment_measurement,Eye-brain ukb42577 > Cardiometabolic physical measures > Assessment measurement,0,501584,502505,99.8%,18,92
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_cardiometabolic_physical_measures_assessment_measurement,Eye-brain ukb42577 > Cardiometabolic physical measures > Assessment measurement,1,20336,502505,4.0%,18,92
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_cardiometabolic_physical_measures_assessment_measurement,Eye-brain ukb42577 > Cardiometabolic physical measures > Assessment measurement,2,48990,502505,9.7%,18,92
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_cardiometabolic_physical_measures_assessment_measurement,Eye-brain ukb42577 > Cardiometabolic physical measures > Assessment measurement,3,3208,502505,0.6%,18,92
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_cardiometabolic_physical_measures_assessment_measurement,Eye-brain ukb42577 > Cardiometabolic physical measures > Assessment measurement,all,501601,502505,99.8%,18,92
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_cardiometabolic_physical_measures_assessment_measurement_blood_pressure_and_pulse,Eye-brain ukb42577 > Cardiometabolic physical measures > Assessment measurement > Blood pressure and pulse,0,472391,502505,94.0%,6,48
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_cardiometabolic_physical_measures_assessment_measurement_blood_pressure_and_pulse,Eye-brain ukb42577 > Cardiometabolic physical measures > Assessment measurement > Blood pressure and pulse,1,20289,502505,4.0%,6,48
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_cardiometabolic_physical_measures_assessment_measurement_blood_pressure_and_pulse,Eye-brain ukb42577 > Cardiometabolic physical measures > Assessment measurement > Blood pressure and pulse,2,40015,502505,8.0%,6,48
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_cardiometabolic_physical_measures_assessment_measurement_blood_pressure_and_pulse,Eye-brain ukb42577 > Cardiometabolic physical measures > Assessment measurement > Blood pressure and pulse,3,2941,502505,0.6%,6,48
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_cardiometabolic_physical_measures_assessment_measurement_blood_pressure_and_pulse,Eye-brain ukb42577 > Cardiometabolic physical measures > Assessment measurement > Blood pressure and pulse,all,475186,502505,94.6%,6,48
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_cardiometabolic_physical_measures_assessment_measurement_body_size_and_anthropometry,Eye-brain ukb42577 > Cardiometabolic physical measures > Assessment measurement > Body size and anthropometry,0,501584,502505,99.8%,12,44
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_cardiometabolic_physical_measures_assessment_measurement_body_size_and_anthropometry,Eye-brain ukb42577 > Cardiometabolic physical measures > Assessment measurement > Body size and anthropometry,1,20336,502505,4.0%,12,44
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_cardiometabolic_physical_measures_assessment_measurement_body_size_and_anthropometry,Eye-brain ukb42577 > Cardiometabolic physical measures > Assessment measurement > Body size and anthropometry,2,48990,502505,9.7%,12,44
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_cardiometabolic_physical_measures_assessment_measurement_body_size_and_anthropometry,Eye-brain ukb42577 > Cardiometabolic physical measures > Assessment measurement > Body size and anthropometry,3,3208,502505,0.6%,12,44
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_cardiometabolic_physical_measures_assessment_measurement_body_size_and_anthropometry,Eye-brain ukb42577 > Cardiometabolic physical measures > Assessment measurement > Body size and anthropometry,all,501601,502505,99.8%,12,44
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_cardiometabolic_physical_measures_device_qc_metadata,Eye-brain ukb42577 > Cardiometabolic physical measures > Device/QC metadata,0,501642,502505,99.8%,6,32
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_cardiometabolic_physical_measures_device_qc_metadata,Eye-brain ukb42577 > Cardiometabolic physical measures > Device/QC metadata,1,20335,502505,4.0%,6,32
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_cardiometabolic_physical_measures_device_qc_metadata,Eye-brain ukb42577 > Cardiometabolic physical measures > Device/QC metadata,2,47506,502505,9.5%,6,32
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_cardiometabolic_physical_measures_device_qc_metadata,Eye-brain ukb42577 > Cardiometabolic physical measures > Device/QC metadata,3,3201,502505,0.6%,6,32
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_cardiometabolic_physical_measures_device_qc_metadata,Eye-brain ukb42577 > Cardiometabolic physical measures > Device/QC metadata,all,501654,502505,99.8%,6,32
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_cardiometabolic_physical_measures_device_qc_metadata_blood_pressure_and_pulse,Eye-brain ukb42577 > Cardiometabolic physical measures > Device/QC metadata > Blood pressure and pulse,0,501642,502505,99.8%,4,24
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_cardiometabolic_physical_measures_device_qc_metadata_blood_pressure_and_pulse,Eye-brain ukb42577 > Cardiometabolic physical measures > Device/QC metadata > Blood pressure and pulse,1,20335,502505,4.0%,4,24
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_cardiometabolic_physical_measures_device_qc_metadata_blood_pressure_and_pulse,Eye-brain ukb42577 > Cardiometabolic physical measures > Device/QC metadata > Blood pressure and pulse,2,43261,502505,8.6%,4,24
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_cardiometabolic_physical_measures_device_qc_metadata_blood_pressure_and_pulse,Eye-brain ukb42577 > Cardiometabolic physical measures > Device/QC metadata > Blood pressure and pulse,3,2957,502505,0.6%,4,24
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_cardiometabolic_physical_measures_device_qc_metadata_blood_pressure_and_pulse,Eye-brain ukb42577 > Cardiometabolic physical measures > Device/QC metadata > Blood pressure and pulse,all,501654,502505,99.8%,4,24
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_cardiometabolic_physical_measures_device_qc_metadata_body_size_and_anthropometry,Eye-brain ukb42577 > Cardiometabolic physical measures > Device/QC metadata > Body size and anthropometry,0,500789,502505,99.7%,2,8
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_cardiometabolic_physical_measures_device_qc_metadata_body_size_and_anthropometry,Eye-brain ukb42577 > Cardiometabolic physical measures > Device/QC metadata > Body size and anthropometry,1,20334,502505,4.0%,2,8
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_cardiometabolic_physical_measures_device_qc_metadata_body_size_and_anthropometry,Eye-brain ukb42577 > Cardiometabolic physical measures > Device/QC metadata > Body size and anthropometry,2,47506,502505,9.5%,2,8
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_cardiometabolic_physical_measures_device_qc_metadata_body_size_and_anthropometry,Eye-brain ukb42577 > Cardiometabolic physical measures > Device/QC metadata > Body size and anthropometry,3,3201,502505,0.6%,2,8
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_cardiometabolic_physical_measures_device_qc_metadata_body_size_and_anthropometry,Eye-brain ukb42577 > Cardiometabolic physical measures > Device/QC metadata > Body size and anthropometry,all,500839,502505,99.7%,2,8
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_clinical_laboratory_biomarkers,Eye-brain ukb42577 > Clinical laboratory biomarkers,0,469602,502505,93.5%,30,60
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_clinical_laboratory_biomarkers,Eye-brain ukb42577 > Clinical laboratory biomarkers,1,17877,502505,3.6%,30,60
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_clinical_laboratory_biomarkers,Eye-brain ukb42577 > Clinical laboratory biomarkers,all,470857,502505,93.7%,30,60
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_clinical_laboratory_biomarkers_clinical_lab_measurement,Eye-brain ukb42577 > Clinical laboratory biomarkers > Clinical lab measurement,0,469602,502505,93.5%,30,60
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_clinical_laboratory_biomarkers_clinical_lab_measurement,Eye-brain ukb42577 > Clinical laboratory biomarkers > Clinical lab measurement,1,17877,502505,3.6%,30,60
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_clinical_laboratory_biomarkers_clinical_lab_measurement,Eye-brain ukb42577 > Clinical laboratory biomarkers > Clinical lab measurement,all,470857,502505,93.7%,30,60
hide_missing_note,eye_brain_ukb42577,eye_brain_ukb42577__eye_brain_ukb42577_clinical_laboratory_biomarkers_clinical_lab_measurement_glycemic_biomarkers,Eye-brain ukb42577 > Clinical laboratory biomarkers > Clinical lab measurement > Glycemic biomarkers,0,466504,502505,92.8%,2,4
