source_id,source_label,source_kind,field_id,description,modality_category,ukb_type,feature_roles,column_count,instances,arrays,has_z_score,max_non_missing_count,example_columns,coding_id,ukb_showcase_url
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,10004,"Medication for pain relief, constipation, heartburn (pilot)",lifestyle_medication_diet,Categorical (multiple),ukb_field_value,5,0,0;1;2;3;4,false,3770,10004-0.0;10004-0.1;10004-0.2;10004-0.3;10004-0.4,100688,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=10004
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,10005,"Medication for smoking cessation, constipation, heartburn, allergies (pilot)",lifestyle_medication_diet,Categorical (multiple),ukb_field_value,3,0,0;1;2,false,3770,10005-0.0;10005-0.1;10005-0.2,100689,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=10005
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,10007,Vitamin and mineral supplements (pilot),other,Categorical (multiple),ukb_field_value,6,0,0;1;2;3;4;5,false,3770,10007-0.0;10007-0.1;10007-0.2;10007-0.3;10007-0.4;10007-0.5,100692,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=10007
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,102,"Pulse rate, automated reading",physical_measure,Integer,ukb_field_value,8,0;1;2;3,0;1,false,468076,102-0.0;102-0.1;102-1.0;102-1.1;102-2.0;102-2.1;102-3.0;102-3.1,,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=102
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,10721,"Illness, injury, bereavement, stress in last 2 years (pilot)",other,Categorical (multiple),ukb_field_value,5,0,0;1;2;3;4,false,3770,10721-0.0;10721-0.1;10721-0.2;10721-0.3;10721-0.4,100683,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=10721
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,10723,Vitamin supplements (pilot),other,Categorical (multiple),ukb_field_value,6,0,0;1;2;3;4;5,false,3770,10723-0.0;10723-0.1;10723-0.2;10723-0.3;10723-0.4;10723-0.5,100691,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=10723
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,10767,Spread type (pilot),other,Categorical (single),ukb_field_value,1,0,0,false,3770,10767-0.0,100673,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=10767
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,10776,Bread type/intake (pilot),other,Categorical (single),ukb_field_value,1,0,0,false,3653,10776-0.0,100674,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=10776
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,10844,Gestational diabetes only (pilot),other,Categorical (single),ukb_field_value,1,0,0,false,63,10844-0.0,100349,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=10844
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,10854,Other dietary supplements (pilot),lifestyle_medication_diet,Categorical (multiple),ukb_field_value,6,0,0;1;2;3;4;5,false,3770,10854-0.0;10854-0.1;10854-0.2;10854-0.3;10854-0.4;10854-0.5,100690,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=10854
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,10855,"Never eat eggs, dairy, wheat, sugar (pilot)",other,Categorical (multiple),ukb_field_value,4,0,0;1;2;3,false,3770,10855-0.0;10855-0.1;10855-0.2;10855-0.3,100672,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=10855
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,10912,Variation in diet (pilot),lifestyle_medication_diet,Categorical (single),ukb_field_value,1,0,0,false,3770,10912-0.0,100394,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=10912
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1160,Sleep duration,lifestyle_medication_diet,Integer,ukb_field_value,4,0;1;2;3,0,false,501617,1160-0.0;1160-1.0;1160-2.0;1160-3.0,100291,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1160
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1190,Nap during day,other,Categorical (single),ukb_field_value,4,0;1;2;3,0,false,501614,1190-0.0;1190-1.0;1190-2.0;1190-3.0,100343,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1190
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1200,Sleeplessness / insomnia,lifestyle_medication_diet,Categorical (single),ukb_field_value,4,0;1;2;3,0,false,501613,1200-0.0;1200-1.0;1200-2.0;1200-3.0,100343,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1200
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1210,Snoring,other,Categorical (single),ukb_field_value,4,0;1;2;3,0,false,501613,1210-0.0;1210-1.0;1210-2.0;1210-3.0,100345,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1210
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,12139,Believed safe to perform brain MRI scan,brain_mri_imaging,Categorical (single),ukb_field_value,2,2;3,0,false,48990,12139-2.0;12139-3.0,634,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=12139
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,12143,Weight (pre-imaging),physical_measure,Integer,ukb_field_value,2,2;3,0,false,48990,12143-2.0;12143-3.0,,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=12143
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,12144,Height,physical_measure,Integer,ukb_field_value,2,2;3,0,false,48990,12144-2.0;12144-3.0,,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=12144
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,12187,Brain MRI measuring method,brain_mri_imaging,Categorical (single),ukb_field_value,2,2;3,0,false,48041,12187-2.0;12187-3.0,470,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=12187
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,12188,Operator indicated brain MRI measurement completed,brain_mri_imaging,Categorical (single),ukb_field_value,2,2;3,0,false,46201,12188-2.0;12188-3.0,21,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=12188
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,12651,Duration of eprime test,other,Integer,ukb_field_value,2,2;3,0,false,39231,12651-2.0;12651-3.0,,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=12651
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,12706,Eprime error flag,other,Categorical (single),ukb_field_value,2,2;3,0,false,385,12706-2.0;12706-3.0,100699,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=12706
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1289,Cooked vegetable intake,other,Integer,ukb_field_value,4,0;1;2;3,0,false,501611,1289-0.0;1289-1.0;1289-2.0;1289-3.0,100373,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1289
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1299,Salad / raw vegetable intake,other,Integer,ukb_field_value,4,0;1;2;3,0,false,501611,1299-0.0;1299-1.0;1299-2.0;1299-3.0,100373,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1299
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1309,Fresh fruit intake,other,Integer,ukb_field_value,4,0;1;2;3,0,false,501611,1309-0.0;1309-1.0;1309-2.0;1309-3.0,100373,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1309
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1319,Dried fruit intake,other,Integer,ukb_field_value,4,0;1;2;3,0,false,501610,1319-0.0;1319-1.0;1319-2.0;1319-3.0,100373,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1319
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1329,Oily fish intake,other,Categorical (single),ukb_field_value,4,0;1;2;3,0,false,501610,1329-0.0;1329-1.0;1329-2.0;1329-3.0,100377,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1329
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1339,Non-oily fish intake,other,Categorical (single),ukb_field_value,4,0;1;2;3,0,false,501610,1339-0.0;1339-1.0;1339-2.0;1339-3.0,100377,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1339
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,134,Number of self-reported cancers,derived_or_linked_outcome,Integer,ukb_field_value,4,0;1;2;3,0,false,501642,134-0.0;134-1.0;134-2.0;134-3.0,,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=134
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1349,Processed meat intake,other,Categorical (single),ukb_field_value,4,0;1;2;3,0,false,501609,1349-0.0;1349-1.0;1349-2.0;1349-3.0,100377,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1349
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,135,Number of self-reported non-cancer illnesses,derived_or_linked_outcome,Integer,ukb_field_value,4,0;1;2;3,0,false,501642,135-0.0;135-1.0;135-2.0;135-3.0,,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=135
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1359,Poultry intake,other,Categorical (single),ukb_field_value,4,0;1;2;3,0,false,501609,1359-0.0;1359-1.0;1359-2.0;1359-3.0,100377,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1359
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,136,"Number of operations, self-reported",other,Integer,ukb_field_value,4,0;1;2;3,0,false,501642,136-0.0;136-1.0;136-2.0;136-3.0,,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=136
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1369,Beef intake,other,Categorical (single),ukb_field_value,4,0;1;2;3,0,false,501609,1369-0.0;1369-1.0;1369-2.0;1369-3.0,100377,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1369
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,137,Number of treatments/medications taken,lifestyle_medication_diet,Integer,ukb_field_value,4,0;1;2;3,0,false,501642,137-0.0;137-1.0;137-2.0;137-3.0,,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=137
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1379,Lamb/mutton intake,other,Categorical (single),ukb_field_value,4,0;1;2;3,0,false,501609,1379-0.0;1379-1.0;1379-2.0;1379-3.0,100377,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1379
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1389,Pork intake,other,Categorical (single),ukb_field_value,4,0;1;2;3,0,false,501607,1389-0.0;1389-1.0;1389-2.0;1389-3.0,100377,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1389
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1408,Cheese intake,other,Categorical (single),ukb_field_value,4,0;1;2;3,0,false,489622,1408-0.0;1408-1.0;1408-2.0;1408-3.0,100377,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1408
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1418,Milk type used,other,Categorical (single),ukb_field_value,4,0;1;2;3,0,false,501524,1418-0.0;1418-1.0;1418-2.0;1418-3.0,100387,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1418
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1428,Spread type,other,Categorical (single),ukb_field_value,4,0;1;2;3,0,false,497837,1428-0.0;1428-1.0;1428-2.0;1428-3.0,100388,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1428
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1438,Bread intake,other,Integer,ukb_field_value,4,0;1;2;3,0,false,497837,1438-0.0;1438-1.0;1438-2.0;1438-3.0,100373,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1438
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1448,Bread type,other,Categorical (single),ukb_field_value,4,0;1;2;3,0,false,481378,1448-0.0;1448-1.0;1448-2.0;1448-3.0,100391,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1448
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1458,Cereal intake,other,Integer,ukb_field_value,4,0;1;2;3,0,false,501490,1458-0.0;1458-1.0;1458-2.0;1458-3.0,100373,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1458
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1468,Cereal type,other,Categorical (single),ukb_field_value,4,0;1;2;3,0,false,415210,1468-0.0;1468-1.0;1468-2.0;1468-3.0,100393,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1468
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1478,Salt added to food,lifestyle_medication_diet,Categorical (single),ukb_field_value,4,0;1;2;3,0,false,501607,1478-0.0;1478-1.0;1478-2.0;1478-3.0,100394,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1478
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1488,Tea intake,other,Integer,ukb_field_value,4,0;1;2;3,0,false,501607,1488-0.0;1488-1.0;1488-2.0;1488-3.0,100373,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1488
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1498,Coffee intake,other,Integer,ukb_field_value,4,0;1;2;3,0,false,501607,1498-0.0;1498-1.0;1498-2.0;1498-3.0,100373,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1498
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1508,Coffee type,other,Categorical (single),ukb_field_value,4,0;1;2;3,0,false,386226,1508-0.0;1508-1.0;1508-2.0;1508-3.0,100397,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1508
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1518,Hot drink temperature,other,Categorical (single),ukb_field_value,4,0;1;2;3,0,false,501607,1518-0.0;1518-1.0;1518-2.0;1518-3.0,100398,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1518
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1528,Water intake,other,Integer,ukb_field_value,4,0;1;2;3,0,false,501607,1528-0.0;1528-1.0;1528-2.0;1528-3.0,100373,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1528
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1538,Major dietary changes in the last 5 years,lifestyle_medication_diet,Categorical (single),ukb_field_value,4,0;1;2;3,0,false,501607,1538-0.0;1538-1.0;1538-2.0;1538-3.0,100400,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1538
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1548,Variation in diet,lifestyle_medication_diet,Categorical (single),ukb_field_value,4,0;1;2;3,0,false,497837,1548-0.0;1548-1.0;1548-2.0;1548-3.0,100401,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1548
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,189,Townsend deprivation index at recruitment,other,Continuous,ukb_field_value,1,0,0,false,501881,189-0.0,,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=189
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,190,Reason lost to follow-up,other,Categorical (single),ukb_field_value,1,0,0,false,1298,190-0.0,1965,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=190
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,191,Date lost to follow-up,other,Date,ukb_field_value,1,0,0,false,1298,191-0.0,,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=191
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1920,Mood swings,other,Categorical (single),ukb_field_value,4,0;1;2;3,0,false,501600,1920-0.0;1920-1.0;1920-2.0;1920-3.0,100349,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1920
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1930,Miserableness,other,Categorical (single),ukb_field_value,4,0;1;2;3,0,false,501600,1930-0.0;1930-1.0;1930-2.0;1930-3.0,100349,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1930
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1940,Irritability,other,Categorical (single),ukb_field_value,4,0;1;2;3,0,false,501600,1940-0.0;1940-1.0;1940-2.0;1940-3.0,100349,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1940
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1950,Sensitivity / hurt feelings,other,Categorical (single),ukb_field_value,4,0;1;2;3,0,false,501599,1950-0.0;1950-1.0;1950-2.0;1950-3.0,100349,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1950
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1960,Fed-up feelings,other,Categorical (single),ukb_field_value,4,0;1;2;3,0,false,501599,1960-0.0;1960-1.0;1960-2.0;1960-3.0,100349,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1960
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1970,Nervous feelings,other,Categorical (single),ukb_field_value,4,0;1;2;3,0,false,501599,1970-0.0;1970-1.0;1970-2.0;1970-3.0,100349,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1970
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1980,Worrier / anxious feelings,other,Categorical (single),ukb_field_value,4,0;1;2;3,0,false,501598,1980-0.0;1980-1.0;1980-2.0;1980-3.0,100349,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1980
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,1990,Tense / 'highly strung',other,Categorical (single),ukb_field_value,4,0;1;2;3,0,false,501598,1990-0.0;1990-1.0;1990-2.0;1990-3.0,100349,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=1990
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,2000,Worry too long after embarrassment,other,Categorical (single),ukb_field_value,4,0;1;2;3,0,false,501598,2000-0.0;2000-1.0;2000-2.0;2000-3.0,100349,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=2000
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,20001,"Cancer code, self-reported",derived_or_linked_outcome,Categorical (multiple),ukb_field_value,24,0;1;2;3,0;1;2;3;4;5,false,41697,20001-0.0;20001-0.1;20001-0.2;20001-0.3;20001-0.4;20001-0.5;20001-1.0;20001-1.1;20001-1.2;20001-1.3;20001-1.4;20001-1.5;20001-2.0;20001-2.1;20001-2.2;20001-2.3;20001-2.4;20001-2.5;20001-3.0;20001-3.1;20001-3.2;20001-3.3;20001-3.4;20001-3.5,3,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=20001
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,20002,"Non-cancer illness code, self-reported",derived_or_linked_outcome,Categorical (multiple),ukb_field_value,136,0;1;2;3,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33,false,375035,20002-0.0;20002-0.1;20002-0.2;20002-0.3;20002-0.4;20002-0.5;20002-0.6;20002-0.7;20002-0.8;20002-0.9;20002-0.10;20002-0.11;20002-0.12;20002-0.13;20002-0.14;20002-0.15;20002-0.16;20002-0.17;20002-0.18;20002-0.19;20002-0.20;20002-0.21;20002-0.22;20002-0.23;20002-0.24;20002-0.25;20002-0.26;20002-0.27;20002-0.28;20002-0.29,6,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=20002
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,20003,Treatment/medication code,lifestyle_medication_diet,Categorical (multiple),ukb_field_value,192,0;1;2;3,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47,false,363973,20003-0.0;20003-0.1;20003-0.2;20003-0.3;20003-0.4;20003-0.5;20003-0.6;20003-0.7;20003-0.8;20003-0.9;20003-0.10;20003-0.11;20003-0.12;20003-0.13;20003-0.14;20003-0.15;20003-0.16;20003-0.17;20003-0.18;20003-0.19;20003-0.20;20003-0.21;20003-0.22;20003-0.23;20003-0.24;20003-0.25;20003-0.26;20003-0.27;20003-0.28;20003-0.29,4,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=20003
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,20004,Operation code,other,Categorical (multiple),ukb_field_value,128,0;1;2;3,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31,false,391274,20004-0.0;20004-0.1;20004-0.2;20004-0.3;20004-0.4;20004-0.5;20004-0.6;20004-0.7;20004-0.8;20004-0.9;20004-0.10;20004-0.11;20004-0.12;20004-0.13;20004-0.14;20004-0.15;20004-0.16;20004-0.17;20004-0.18;20004-0.19;20004-0.20;20004-0.21;20004-0.22;20004-0.23;20004-0.24;20004-0.25;20004-0.26;20004-0.27;20004-0.28;20004-0.29,5,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=20004
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,20006,Interpolated Year when cancer first diagnosed,derived_or_linked_outcome,Continuous,ukb_field_value,24,0;1;2;3,0;1;2;3;4;5,false,41697,20006-0.0;20006-0.1;20006-0.2;20006-0.3;20006-0.4;20006-0.5;20006-1.0;20006-1.1;20006-1.2;20006-1.3;20006-1.4;20006-1.5;20006-2.0;20006-2.1;20006-2.2;20006-2.3;20006-2.4;20006-2.5;20006-3.0;20006-3.1;20006-3.2;20006-3.3;20006-3.4;20006-3.5,13,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=20006
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,20007,Interpolated Age of participant when cancer first diagnosed,derived_or_linked_outcome,Continuous,ukb_field_value,24,0;1;2;3,0;1;2;3;4;5,false,41697,20007-0.0;20007-0.1;20007-0.2;20007-0.3;20007-0.4;20007-0.5;20007-1.0;20007-1.1;20007-1.2;20007-1.3;20007-1.4;20007-1.5;20007-2.0;20007-2.1;20007-2.2;20007-2.3;20007-2.4;20007-2.5;20007-3.0;20007-3.1;20007-3.2;20007-3.3;20007-3.4;20007-3.5,13,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=20007
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,20008,Interpolated Year when non-cancer illness first diagnosed,derived_or_linked_outcome,Continuous,ukb_field_value,136,0;1;2;3,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33,false,375032,20008-0.0;20008-0.1;20008-0.2;20008-0.3;20008-0.4;20008-0.5;20008-0.6;20008-0.7;20008-0.8;20008-0.9;20008-0.10;20008-0.11;20008-0.12;20008-0.13;20008-0.14;20008-0.15;20008-0.16;20008-0.17;20008-0.18;20008-0.19;20008-0.20;20008-0.21;20008-0.22;20008-0.23;20008-0.24;20008-0.25;20008-0.26;20008-0.27;20008-0.28;20008-0.29,13,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=20008
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,20009,Interpolated Age of participant when non-cancer illness first diagnosed,derived_or_linked_outcome,Continuous,ukb_field_value,136,0;1;2;3,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33,false,375032,20009-0.0;20009-0.1;20009-0.2;20009-0.3;20009-0.4;20009-0.5;20009-0.6;20009-0.7;20009-0.8;20009-0.9;20009-0.10;20009-0.11;20009-0.12;20009-0.13;20009-0.14;20009-0.15;20009-0.16;20009-0.17;20009-0.18;20009-0.19;20009-0.20;20009-0.21;20009-0.22;20009-0.23;20009-0.24;20009-0.25;20009-0.26;20009-0.27;20009-0.28;20009-0.29,13,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=20009
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,20010,Interpolated Year when operation took place,other,Continuous,ukb_field_value,128,0;1;2;3,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31,false,391271,20010-0.0;20010-0.1;20010-0.2;20010-0.3;20010-0.4;20010-0.5;20010-0.6;20010-0.7;20010-0.8;20010-0.9;20010-0.10;20010-0.11;20010-0.12;20010-0.13;20010-0.14;20010-0.15;20010-0.16;20010-0.17;20010-0.18;20010-0.19;20010-0.20;20010-0.21;20010-0.22;20010-0.23;20010-0.24;20010-0.25;20010-0.26;20010-0.27;20010-0.28;20010-0.29,13,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=20010
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,20011,Interpolated Age of participant when operation took place,other,Continuous,ukb_field_value,128,0;1;2;3,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31,false,391271,20011-0.0;20011-0.1;20011-0.2;20011-0.3;20011-0.4;20011-0.5;20011-0.6;20011-0.7;20011-0.8;20011-0.9;20011-0.10;20011-0.11;20011-0.12;20011-0.13;20011-0.14;20011-0.15;20011-0.16;20011-0.17;20011-0.18;20011-0.19;20011-0.20;20011-0.21;20011-0.22;20011-0.23;20011-0.24;20011-0.25;20011-0.26;20011-0.27;20011-0.28;20011-0.29,13,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=20011
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,20012,Method of recording time when cancer first diagnosed,derived_or_linked_outcome,Categorical (single),ukb_field_value,24,0;1;2;3,0;1;2;3;4;5,false,41697,20012-0.0;20012-0.1;20012-0.2;20012-0.3;20012-0.4;20012-0.5;20012-1.0;20012-1.1;20012-1.2;20012-1.3;20012-1.4;20012-1.5;20012-2.0;20012-2.1;20012-2.2;20012-2.3;20012-2.4;20012-2.5;20012-3.0;20012-3.1;20012-3.2;20012-3.3;20012-3.4;20012-3.5,14,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=20012
eye_brain_ukb42577,eye and brain / ukb42577,ukbconv_csv,20013,Method of recording time when non-cancer illness first diagnosed,derived_or_linked_outcome,Categorical (single),ukb_field_value,136,0;1;2;3,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33,false,375035,20013-0.0;20013-0.1;20013-0.2;20013-0.3;20013-0.4;20013-0.5;20013-0.6;20013-0.7;20013-0.8;20013-0.9;20013-0.10;20013-0.11;20013-0.12;20013-0.13;20013-0.14;20013-0.15;20013-0.16;20013-0.17;20013-0.18;20013-0.19;20013-0.20;20013-0.21;20013-0.22;20013-0.23;20013-0.24;20013-0.25;20013-0.26;20013-0.27;20013-0.28;20013-0.29,14,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=20013
